año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,Cabecera municipal,Centro Poblado,Rural disperso,BARRANQUILLA,año,semana,total_casos
2022_29,49,50,53,27,0,0,13,0,6,0,0,99,0,48,0,3,1,2,45,96,3,29,0,70,40,59,0,99,99,0,0,99,2022,29,99
2022_30,43,48,46,25,4,0,10,0,6,1,0,90,0,44,0,5,1,2,39,88,3,34,0,57,38,53,0,91,91,0,0,91,2022,30,91
2022_31,52,61,45,31,3,0,27,0,7,0,0,113,0,58,0,5,1,2,47,110,3,38,0,75,49,64,0,113,113,0,0,113,2022,31,113
2022_32,34,54,45,23,0,0,12,0,8,0,0,88,0,38,0,1,2,3,44,87,1,28,0,60,34,54,0,88,87,1,0,88,2022,32,88
2022_33,52,65,58,34,1,0,18,0,6,0,0,117,0,51,0,5,1,3,57,111,6,35,0,82,62,55,0,117,117,0,0,117,2022,33,117
2022_34,63,50,47,32,2,0,25,0,7,0,0,112,1,63,0,5,0,1,44,111,2,43,0,70,69,44,0,113,113,0,0,113,2022,34,113
2022_35,54,65,73,16,0,0,20,0,10,0,0,119,0,53,0,3,3,1,59,117,2,51,0,68,62,57,0,119,119,0,0,119,2022,35,119
2022_36,53,55,52,23,3,0,23,0,7,0,0,108,0,42,0,5,2,0,59,104,4,35,0,73,58,50,0,108,108,0,0,108,2022,36,108
2022_37,71,68,68,30,3,0,29,0,9,0,0,139,0,60,0,7,0,2,70,137,2,46,0,93,76,63,0,139,139,0,0,139,2022,37,139
2022_38,65,95,83,36,4,0,25,0,12,0,0,160,0,68,0,11,1,2,78,156,4,54,0,106,79,81,0,160,160,0,0,160,2022,38,160
2022_39,62,69,59,38,3,0,23,0,8,0,0,131,0,56,0,1,1,5,68,129,2,42,0,89,64,67,0,131,130,1,0,131,2022,39,131
2022_40,72,72,82,26,1,0,27,1,7,0,0,144,0,53,0,8,2,1,80,141,3,49,1,94,65,79,0,144,144,0,0,144,2022,40,144
2022_41,86,79,87,37,3,0,25,1,12,0,0,165,0,64,0,7,1,4,89,164,1,60,0,105,87,78,0,165,165,0,0,165,2022,41,165
2022_42,104,143,113,65,1,1,54,2,11,2,0,245,0,105,0,15,1,2,124,246,1,89,0,158,137,110,0,247,247,0,0,247,2022,42,247
2022_43,95,90,84,31,2,0,52,1,15,0,0,185,0,69,0,9,2,3,102,180,5,64,0,121,107,78,0,185,185,0,0,185,2022,43,185
2022_44,109,115,106,42,4,0,47,0,25,0,0,224,0,101,0,9,1,4,109,217,7,83,0,141,116,108,0,224,224,0,0,224,2022,44,224
2022_45,124,131,132,54,2,0,50,1,16,1,0,252,2,107,0,6,0,7,135,249,6,89,1,165,126,129,0,255,254,1,0,255,2022,45,255
2022_46,146,168,140,76,6,0,68,0,24,0,1,313,0,122,0,9,1,4,178,309,5,100,1,213,170,144,0,314,314,0,0,314,2022,46,314
2022_47,144,144,133,75,3,0,55,1,21,0,0,288,0,113,0,6,2,5,162,284,4,84,0,204,160,128,0,288,288,0,0,288,2022,47,288
2022_48,162,183,159,74,4,0,76,1,31,0,0,345,0,122,0,9,1,8,205,338,7,114,0,231,190,155,0,345,345,0,0,345,2022,48,345
2022_49,145,196,148,90,5,0,72,1,25,0,0,339,2,156,0,11,1,8,165,339,2,131,0,210,180,161,0,341,341,0,0,341,2022,49,341
2022_50,159,192,157,97,5,0,69,1,22,1,1,349,0,133,0,9,3,3,203,342,9,119,1,231,175,176,0,351,351,0,0,351,2022,50,351
2022_51,138,190,154,75,8,0,64,0,27,4,0,324,0,120,0,11,1,4,192,322,6,102,1,225,169,159,0,328,328,0,0,328,2022,51,328
2022_52,143,166,151,75,6,0,58,0,19,2,0,306,1,130,0,10,2,8,159,307,2,104,3,202,161,148,0,309,309,0,0,309,2022,52,309
2023_1,12,13,11,6,0,0,7,0,1,0,0,25,0,11,0,6,0,0,8,25,0,11,0,14,13,12,0,25,25,0,0,25,2023,1,25
2023_2,13,15,10,10,1,0,4,0,3,0,0,28,0,13,0,8,0,0,7,28,0,11,0,17,12,16,0,28,27,0,1,28,2023,2,28
2023_3,12,18,8,14,0,0,4,0,4,0,0,30,0,14,0,10,0,0,6,30,0,10,0,20,18,12,0,30,30,0,0,30,2023,3,30
2023_4,8,12,3,6,0,0,4,0,7,0,0,20,0,9,0,7,0,0,4,20,0,7,0,13,11,9,0,20,20,0,0,20,2023,4,20
2023_5,8,12,5,6,1,0,5,0,3,0,0,20,0,8,0,6,0,0,6,20,0,6,0,14,10,10,0,20,20,0,0,20,2023,5,20
2023_6,11,12,8,10,1,0,1,0,3,0,0,23,0,9,0,9,0,0,5,23,0,11,0,12,18,5,0,23,23,0,0,23,2023,6,23
2023_7,9,5,8,1,1,0,3,0,1,0,0,14,0,6,0,5,0,0,3,14,0,3,0,11,9,5,0,14,14,0,0,14,2023,7,14
2023_8,8,8,10,4,0,0,1,0,1,0,0,16,0,7,0,7,0,0,2,16,0,2,0,14,15,1,0,16,16,0,0,16,2023,8,16
2023_9,10,17,9,6,0,0,6,0,6,0,0,27,0,16,0,9,0,0,2,27,0,6,0,21,19,8,0,27,27,0,0,27,2023,9,27
2023_10,5,14,9,2,0,0,6,0,2,0,0,19,0,9,0,8,0,0,2,19,0,3,0,16,14,5,0,19,19,0,0,19,2023,10,19
2023_11,6,10,8,2,1,0,4,0,1,1,0,15,0,7,0,7,0,0,2,16,0,1,0,15,13,3,0,16,16,0,0,16,2023,11,16
2023_12,4,5,1,2,0,0,3,0,3,0,0,8,1,4,0,3,0,0,2,9,0,2,0,7,6,3,0,9,9,0,0,9,2023,12,9
2023_13,3,5,2,3,1,0,2,0,0,0,0,8,0,4,0,2,0,0,2,8,0,1,0,7,7,1,0,8,8,0,0,8,2023,13,8
2023_14,3,6,1,2,0,0,2,0,4,0,0,9,0,7,0,0,0,0,2,9,0,4,0,5,3,6,0,9,9,0,0,9,2023,14,9
2023_15,6,4,3,1,0,0,1,0,5,0,0,10,0,8,0,0,0,0,2,10,0,1,0,9,4,6,0,10,10,0,0,10,2023,15,10
2023_16,9,8,3,3,1,0,5,0,5,0,0,17,0,10,0,4,0,0,3,17,0,1,0,16,8,9,0,17,17,0,0,17,2023,16,17
2023_17,5,9,4,3,1,0,3,0,3,0,0,14,0,7,0,5,1,0,1,14,0,2,0,12,11,3,0,14,14,0,0,14,2023,17,14
2023_18,6,10,6,2,0,0,2,0,6,0,0,16,0,5,0,8,0,0,3,16,0,1,0,15,11,5,0,16,16,0,0,16,2023,18,16
2023_19,5,8,2,7,1,0,2,0,1,0,0,13,0,7,1,3,0,0,2,13,0,1,0,12,7,6,0,13,13,0,0,13,2023,19,13
2023_20,6,6,3,4,0,0,1,0,4,0,0,12,0,6,0,5,0,0,1,12,0,2,0,10,7,5,0,12,12,0,0,12,2023,20,12
2023_21,2,6,3,2,0,0,2,0,1,0,0,8,0,3,0,2,0,0,3,8,0,0,0,8,4,4,0,8,8,0,0,8,2023,21,8
2023_22,4,6,4,3,0,0,0,0,3,0,0,10,0,4,0,1,0,0,5,10,0,0,0,10,4,6,0,10,10,0,0,10,2023,22,10
2023_23,5,3,1,3,0,0,1,0,3,1,0,7,0,7,0,1,0,0,0,8,0,1,0,7,5,3,0,8,8,0,0,8,2023,23,8
2023_24,2,5,1,4,0,0,0,0,2,0,0,7,0,1,0,4,0,0,2,7,0,1,0,6,6,1,0,7,7,0,0,7,2023,24,7
2023_25,2,4,3,2,0,0,0,0,1,0,0,6,0,2,0,1,0,0,3,6,0,3,0,3,4,2,0,6,6,0,0,6,2023,25,6
2023_26,1,3,0,2,0,0,0,0,2,0,0,4,0,3,0,0,0,0,1,4,0,0,0,4,1,3,0,4,4,0,0,4,2023,26,4
2023_27,2,3,2,0,1,0,1,0,1,0,0,5,0,4,0,1,0,0,0,5,0,0,0,5,3,2,0,5,4,1,0,5,2023,27,5
2023_28,3,4,0,3,0,0,2,0,2,0,0,7,0,3,0,2,0,0,2,7,0,1,0,6,5,2,0,7,7,0,0,7,2023,28,7
2023_29,6,11,5,5,1,0,4,0,2,0,0,17,0,4,1,8,0,0,4,17,0,3,0,14,8,9,0,17,17,0,0,17,2023,29,17
2023_30,7,4,5,6,0,0,0,0,0,0,0,11,0,6,0,0,0,1,4,11,0,2,0,9,1,10,0,11,11,0,0,11,2023,30,11
2023_31,7,7,5,4,1,0,1,0,3,1,0,13,0,5,0,5,0,0,4,14,0,5,0,9,11,3,0,14,14,0,0,14,2023,31,14
2023_32,7,9,6,5,0,0,2,0,3,0,0,16,0,8,0,6,0,0,2,16,0,3,0,13,9,7,0,16,16,0,0,16,2023,32,16
2023_33,4,8,5,3,1,0,2,0,1,0,0,12,0,6,0,1,0,1,4,12,0,0,0,12,5,7,0,12,12,0,0,12,2023,33,12
2023_34,6,3,0,1,0,0,7,0,1,0,0,9,0,5,1,2,0,0,1,9,0,1,0,8,7,2,0,9,9,0,0,9,2023,34,9
2023_35,3,3,2,2,0,0,1,0,1,0,0,6,0,5,0,1,0,0,0,6,0,1,0,5,4,2,0,6,6,0,0,6,2023,35,6
2023_36,7,7,3,4,2,0,4,0,1,0,0,14,0,1,0,9,0,0,4,14,0,1,0,13,11,3,0,14,14,0,0,14,2023,36,14
2023_37,5,10,3,6,0,0,3,1,2,0,0,15,0,3,0,8,0,0,4,15,0,0,0,15,8,7,0,15,15,0,0,15,2023,37,15
2023_38,12,5,6,5,0,0,3,0,3,0,0,17,0,4,0,7,0,0,6,17,0,1,0,16,10,7,0,17,16,1,0,17,2023,38,17
2023_39,7,6,3,5,0,0,2,0,3,0,0,13,0,5,0,6,0,0,2,13,0,0,0,13,8,5,0,13,13,0,0,13,2023,39,13
2023_40,5,10,6,7,1,0,1,0,0,0,0,15,0,5,0,5,0,0,5,15,0,0,0,15,7,8,0,15,15,0,0,15,2023,40,15
2023_41,13,4,2,10,0,0,3,0,2,0,0,17,0,7,0,4,0,0,6,17,0,1,0,16,13,4,0,17,17,0,0,17,2023,41,17
2023_42,4,12,4,8,0,0,2,1,1,0,0,16,0,7,0,3,0,0,6,16,0,2,0,14,7,9,0,16,16,0,0,16,2023,42,16
2023_43,8,5,4,6,0,0,2,0,1,0,0,13,0,7,0,3,0,0,3,13,0,1,0,12,8,5,0,13,13,0,0,13,2023,43,13
2023_44,7,2,2,5,0,1,0,0,1,0,0,9,0,4,0,1,0,0,4,9,0,0,0,9,6,3,0,9,9,0,0,9,2023,44,9
2023_45,3,8,1,4,0,0,5,0,1,0,0,11,0,5,0,2,0,0,4,11,0,1,0,10,8,3,0,11,11,0,0,11,2023,45,11
2023_46,13,9,6,10,2,0,4,0,0,0,0,22,0,8,0,6,0,0,8,22,0,6,0,16,11,11,0,22,22,0,0,22,2023,46,22
2023_47,14,3,4,8,0,1,4,0,0,0,0,17,0,7,1,3,0,0,6,17,0,2,0,15,12,5,0,17,17,0,0,17,2023,47,17
2023_48,6,9,5,2,0,0,2,0,6,0,0,15,0,4,0,4,0,0,7,15,0,5,0,10,12,3,0,15,15,0,0,15,2023,48,15
2023_49,9,15,7,13,4,0,0,0,0,0,0,24,0,9,0,6,0,0,9,24,0,7,0,17,13,11,0,24,24,0,0,24,2023,49,24
2023_50,11,12,9,10,1,0,2,0,1,0,0,23,0,11,1,3,0,0,8,23,0,6,0,17,11,12,0,23,22,1,0,23,2023,50,23
2023_51,6,5,2,6,1,0,0,0,2,0,0,11,0,7,0,2,0,0,2,11,0,2,0,9,6,5,0,11,10,1,0,11,2023,51,11
2023_52,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,2,2,0,0,2,2023,52,2
