,municipio,año,fecha,humedad,precipitacion,temp_min_C,temp_max_C,latitud,latitud,longitud,longitud
20199,JUAN DE ACOSTA,2019,2019-05-29,88.5484619140625,4.699999809265137,23.791528320312523,30.432702636718773,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20200,LURUACO,2019,2019-05-29,89.82632700602214,7.136666403876411,23.803637017144126,30.652981906467065,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20201,MALAMBO,2019,2019-05-29,90.56119791666669,14.983332951863607,24.329797363281276,31.109348551432333,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20202,MANATÍ,2019,2019-05-29,87.41311645507812,6.489999771118164,24.755059814453148,30.78206787109372,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20203,PALMAR DE VARELA,2019,2019-05-29,90.02639770507812,12.010000228881836,24.317041015625023,31.357843017578148,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20204,PIOJÓ,2019,2019-05-29,89.62669203016493,6.730555357756439,23.77186595775464,30.56611983687793,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20205,POLONUEVO,2019,2019-05-29,90.88580830891928,12.010000228881836,24.05371500651046,30.99383951822921,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20206,PONEDERA,2019,2019-05-29,90.9997329711914,9.655000686645508,24.158349609375023,31.544946289062523,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20207,PUERTO COLOMBIA,2019,2019-05-29,90.14188385009766,16.469999313354492,24.6542907714844,30.378961181640648,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20208,REPELÓN,2019,2019-05-29,89.22155846489801,7.327221905743634,24.152549008969917,30.782872630931763,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20209,SABANAGRANDE,2019,2019-05-29,90.08885955810548,12.010000228881836,24.3732849121094,31.131921386718773,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20210,SABANALARGA,2019,2019-05-29,90.42523193359376,8.354999542236328,23.898950195312523,30.9135681152344,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20211,SANTA LUCÍA,2019,2019-05-29,89.15936533610027,7.03000005086263,24.583835856119837,31.283258056640648,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20212,SANTO TOMÁS,2019,2019-05-29,90.88580830891928,12.010000228881836,24.05371500651046,30.99383951822921,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20213,SOLEDAD,2019,2019-05-29,90.00723266601562,16.469999313354492,24.558312988281276,31.389306640625023,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20214,SUAN,2019,2019-05-29,90.57218170166016,7.300000190734863,24.483666992187523,31.441522216796898,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20215,TUBARÁ,2019,2019-05-29,88.49493408203125,5.099999904632568,24.240197753906276,30.162957763671898,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20216,USIACURÍ,2019,2019-05-29,90.50528717041016,8.354999860127768,23.720432535807333,30.61267496744796,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20218,BARANOA,2019,2019-05-30,91.13544464111328,21.700000762939453,24.425500488281276,29.51400146484372,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20219,CAMPO DE LA CRUZ,2019,2019-05-30,89.93231201171875,14.739999771118164,25.378289794921898,29.753503417968773,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20220,CANDELARIA,2019,2019-05-30,91.31974792480467,14.739999771118164,24.922418212890648,29.7031188964844,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20221,GALAPA,2019,2019-05-30,91.09154510498048,16.649999618530273,24.37386474609372,30.7585388183594,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20222,JUAN DE ACOSTA,2019,2019-05-30,88.87956237792969,12.369999885559082,24.746545410156276,29.336572265625023,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20223,LURUACO,2019,2019-05-30,89.6212912665473,15.479999966091578,24.716475423177087,29.551354980468773,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20224,MALAMBO,2019,2019-05-30,89.82937367757161,18.33333333333333,24.845798746744837,30.734938557942712,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20225,MANATÍ,2019,2019-05-30,88.90567016601562,11.43000030517578,25.696221923828148,30.05550537109372,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20226,PALMAR DE VARELA,2019,2019-05-30,89.06700134277344,21.700000762939453,25.218225097656276,30.297143554687523,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20227,PIOJÓ,2019,2019-05-30,89.50022775155526,14.961666672318067,24.7022508409288,29.476647949218773,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20228,POLONUEVO,2019,2019-05-30,89.6714579264323,21.700000762939453,24.982720947265648,29.972395833333337,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20229,PONEDERA,2019,2019-05-30,90.7349853515625,18.220001220703125,25.023492431640648,30.117333984375023,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20230,PUERTO COLOMBIA,2019,2019-05-30,89.56845092773438,16.649999618530273,25.026757812500023,30.3461853027344,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20231,REPELÓN,2019,2019-05-30,89.50381441469546,14.648333372893156,25.057282172309044,29.794112141927087,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20232,SABANAGRANDE,2019,2019-05-30,88.81192779541016,21.700000762939453,25.3044372558594,30.106042480468773,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20233,SABANALARGA,2019,2019-05-30,89.98448181152344,17.03499984741211,24.759149169921898,29.775476074218773,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20234,SANTA LUCÍA,2019,2019-05-30,89.93282318115234,13.636666615804035,25.456211344401083,29.81323649088546,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20235,SANTO TOMÁS,2019,2019-05-30,89.6714579264323,21.700000762939453,24.982720947265648,29.972395833333337,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20236,SOLEDAD,2019,2019-05-30,89.58464813232422,16.649999618530273,24.859094238281276,31.340234375000023,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20237,SUAN,2019,2019-05-30,90.96048736572266,14.739999771118164,25.294122314453148,29.63070068359372,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20238,TUBARÁ,2019,2019-05-30,89.49052429199219,8.720000267028809,24.525567626953148,29.8762145996094,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20239,USIACURÍ,2019,2019-05-30,89.9998296101888,17.035000165303547,24.643731689453148,29.542016601562523,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20241,BARANOA,2019,2019-05-31,91.84059143066406,15.960000038146973,23.5568786621094,30.601281738281276,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20242,CAMPO DE LA CRUZ,2019,2019-05-31,89.5555648803711,17.6200008392334,24.534234619140648,31.437188720703148,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20243,CANDELARIA,2019,2019-05-31,90.95664978027344,17.6200008392334,24.118524169921898,31.3120056152344,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20244,GALAPA,2019,2019-05-31,89.51825714111328,9.1899995803833,24.148889160156276,30.890893554687523,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20245,JUAN DE ACOSTA,2019,2019-05-31,89.30572509765625,8.460000038146973,24.234521484375023,30.252587890625023,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20246,LURUACO,2019,2019-05-31,90.09881761338976,10.960000038146973,24.116231960720484,30.56506754557296,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20247,MALAMBO,2019,2019-05-31,89.06604512532552,11.446666399637856,24.416182454427087,31.20496012369796,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20248,MANATÍ,2019,2019-05-31,87.23936462402344,9.170000076293944,25.162683105468773,30.856835937500023,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20249,PALMAR DE VARELA,2019,2019-05-31,89.54832458496094,15.960000038146973,24.3986755371094,31.472711181640648,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20250,PIOJÓ,2019,2019-05-31,89.97960125958478,10.543333371480308,24.10904902705437,30.463925509982687,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20251,POLONUEVO,2019,2019-05-31,90.28048451741536,15.960000038146973,24.13715006510421,31.106856282552087,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20252,PONEDERA,2019,2019-05-31,90.80661010742188,16.790000915527344,24.210961914062523,31.516412353515648,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20253,PUERTO COLOMBIA,2019,2019-05-31,87.7790298461914,9.1899995803833,24.765435791015648,30.48519287109372,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20254,REPELÓN,2019,2019-05-31,89.2648829707393,10.78000005086263,24.47223194263603,30.763465711805623,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20255,SABANAGRANDE,2019,2019-05-31,89.4525375366211,15.960000038146973,24.45589599609372,31.2465759277344,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20256,SABANALARGA,2019,2019-05-31,90.45646667480467,12.210000038146973,24.137780761718773,30.86849365234372,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20257,SANTA LUCÍA,2019,2019-05-31,89.14391072591145,14.80333391825358,24.73402303059896,31.183862304687523,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20258,SANTO TOMÁS,2019,2019-05-31,90.28048451741536,15.960000038146973,24.13715006510421,31.106856282552087,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20259,SOLEDAD,2019,2019-05-31,88.22734069824219,9.1899995803833,24.643762207031276,31.477410888671898,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20260,SUAN,2019,2019-05-31,90.63680267333984,17.6200008392334,24.505151367187523,31.2575622558594,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20261,TUBARÁ,2019,2019-05-31,89.29415893554688,7.099999904632568,24.443566894531276,30.108911132812523,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20262,USIACURÍ,2019,2019-05-31,90.53426106770831,12.210000038146973,23.976393636067712,30.574121093750023,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20264,BARANOA,2019,2019-06-01,92.486572265625,14.720000267028809,23.493371582031276,30.739160156250023,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20265,CAMPO DE LA CRUZ,2019,2019-06-01,89.95951843261719,6.170000076293945,24.2739196777344,31.278680419921898,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20266,CANDELARIA,2019,2019-06-01,91.34867095947266,6.170000076293945,23.87044677734372,31.1611267089844,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20267,GALAPA,2019,2019-06-01,89.66915130615234,16.040000915527344,24.007623291015648,30.927270507812523,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20268,JUAN DE ACOSTA,2019,2019-06-01,88.64752197265625,9.859999656677246,23.75814208984372,30.710534667968773,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20269,LURUACO,2019,2019-06-01,89.87936401367188,11.479999860127768,23.791114637586876,30.92680935329861,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20270,MALAMBO,2019,2019-06-01,89.36284637451172,15.600000699361166,24.304132080078148,31.278192138671898,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20271,MANATÍ,2019,2019-06-01,87.87565612792969,8.609999656677246,24.470300292968773,31.655847167968773,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20272,PALMAR DE VARELA,2019,2019-06-01,89.99996948242188,14.720000267028809,24.340142822265648,31.619836425781276,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20273,PIOJÓ,2019,2019-06-01,89.68601735432942,11.209999826219349,23.75531186704285,30.83908035843461,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20274,POLONUEVO,2019,2019-06-01,90.84415181477864,14.720000267028809,24.076023356119837,31.250044759114587,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20275,PONEDERA,2019,2019-06-01,91.16780853271484,10.44499969482422,24.052453613281276,31.519555664062523,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20276,PUERTO COLOMBIA,2019,2019-06-01,87.92521667480469,16.040000915527344,24.597558593750023,30.553826904296898,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20277,REPELÓN,2019,2019-06-01,89.4048080444336,10.79333315955268,24.05331262659149,31.257550953052657,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20278,SABANAGRANDE,2019,2019-06-01,90.04591369628906,14.720000267028809,24.394555664062523,31.391137695312523,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20279,SABANALARGA,2019,2019-06-01,90.45940399169922,12.289999961853027,23.898522949218773,31.189996337890648,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20280,SANTA LUCÍA,2019,2019-06-01,89.61041005452473,6.983333269755046,24.33508707682296,31.346225992838583,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20281,SANTO TOMÁS,2019,2019-06-01,90.84415181477864,14.720000267028809,24.076023356119837,31.250044759114587,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20282,SOLEDAD,2019,2019-06-01,88.37347412109375,16.040000915527344,24.510217285156276,31.516168212890648,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20283,SUAN,2019,2019-06-01,90.99605560302734,6.170000076293945,24.261041259765648,31.104150390625023,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20284,TUBARÁ,2019,2019-06-01,86.55996704101562,8.930000305175781,24.197869873046898,30.522363281250023,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20285,USIACURÍ,2019,2019-06-01,90.53116607666016,12.289999961853027,23.71667887369796,30.879897054036466,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20287,BARANOA,2019,2019-06-02,92.60546875,14.920000076293944,23.666070556640648,29.327905273437523,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20288,CAMPO DE LA CRUZ,2019,2019-06-02,90.90538024902344,10.489999771118164,24.704766845703148,30.203759765625023,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20289,CANDELARIA,2019,2019-06-02,92.26539611816406,10.489999771118164,24.2819763183594,30.135522460937523,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20290,GALAPA,2019,2019-06-02,89.70330047607422,10.539999961853027,23.851342773437523,30.409936523437523,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20291,JUAN DE ACOSTA,2019,2019-06-02,91.06163024902344,5.260000228881836,24.08236083984372,29.519616699218773,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20292,LURUACO,2019,2019-06-02,91.4331529405382,8.480000178019205,24.054010009765648,29.604720052083337,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20293,MALAMBO,2019,2019-06-02,89.42233276367188,12.0,24.259088134765648,30.43408610026046,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20294,MANATÍ,2019,2019-06-02,89.08869934082031,4.269999980926514,25.2082458496094,29.960961914062523,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20295,PALMAR DE VARELA,2019,2019-06-02,90.07958984375,14.920000076293944,24.504266357421898,30.087823486328148,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20296,PIOJÓ,2019,2019-06-02,91.40700502748842,7.943333519829643,24.03113199869796,29.55328436957467,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20297,POLONUEVO,2019,2019-06-02,90.94607543945312,14.920000076293944,24.244612630208337,29.77533365885421,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20298,PONEDERA,2019,2019-06-02,91.55914306640624,12.704999923706056,24.348718261718773,30.210656738281276,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20299,PUERTO COLOMBIA,2019,2019-06-02,87.95136260986328,10.539999961853027,24.411981201171898,30.022515869140648,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20300,REPELÓN,2019,2019-06-02,90.67781632034868,7.613333437177869,24.461633300781276,29.77490302191842,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20301,SABANAGRANDE,2019,2019-06-02,90.15316772460938,14.920000076293944,24.563500976562523,29.910272216796898,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20302,SABANALARGA,2019,2019-06-02,91.5115966796875,10.09000015258789,24.122644042968773,29.7590270996094,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20303,SANTA LUCÍA,2019,2019-06-02,90.60946400960286,8.416666507720947,24.85913492838546,30.07612508138021,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20304,SANTO TOMÁS,2019,2019-06-02,90.94607543945312,14.920000076293944,24.244612630208337,29.77533365885421,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20305,SOLEDAD,2019,2019-06-02,88.41053009033203,10.539999961853027,24.362420654296898,30.982049560546898,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20306,SUAN,2019,2019-06-02,91.83431243896484,10.489999771118164,24.66439208984372,30.063653564453148,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20307,TUBARÁ,2019,2019-06-02,90.32788848876952,5.349999904632568,24.055230712890648,29.791467285156276,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20308,USIACURÍ,2019,2019-06-02,91.72623189290364,10.09000015258789,23.9570251464844,29.535516357421898,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20310,BARANOA,2019,2019-06-03,92.3712387084961,2.2100000381469727,24.278466796875023,30.983758544921898,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20311,CAMPO DE LA CRUZ,2019,2019-06-03,90.78345489501952,1.6299999952316284,25.006005859375023,32.0043884277344,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20312,CANDELARIA,2019,2019-06-03,92.14797973632812,1.6299999952316284,24.570245361328148,31.855401611328148,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20313,GALAPA,2019,2019-06-03,89.12572479248047,0.699999988079071,25.069635009765648,31.098809814453148,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20314,JUAN DE ACOSTA,2019,2019-06-03,89.0086669921875,0.6600000262260437,24.671411132812523,31.43343505859372,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20315,LURUACO,2019,2019-06-03,90.07584889729816,1.17666671011183,24.624305555555623,31.50727742513021,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20316,MALAMBO,2019,2019-06-03,88.9952621459961,1.2033333381017048,25.249251302083337,31.480320231119837,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20317,MANATÍ,2019,2019-06-03,87.7626953125,1.75,25.344018554687523,32.29757080078127,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20318,PALMAR DE VARELA,2019,2019-06-03,89.92359924316406,2.2100000381469727,25.0810485839844,31.881066894531276,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20319,PIOJÓ,2019,2019-06-03,89.9114040798611,1.0905555928194963,24.61118751808459,31.439036729600677,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20320,POLONUEVO,2019,2019-06-03,90.7459208170573,2.2100000381469727,24.83966471354171,31.50409342447921,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20321,PONEDERA,2019,2019-06-03,91.44454956054688,1.920000076293945,24.775445556640648,31.9912048339844,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20322,PUERTO COLOMBIA,2019,2019-06-03,87.28614044189453,0.699999988079071,25.853570556640648,30.759545898437523,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20323,REPELÓN,2019,2019-06-03,89.4692425198025,1.4538889240335535,24.87732792607068,31.838949245876734,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20324,SABANAGRANDE,2019,2019-06-03,89.94292449951172,2.2100000381469727,25.159478759765648,31.6474548339844,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20325,SABANALARGA,2019,2019-06-03,90.56918334960938,1.4350000619888306,24.663659667968773,31.711999511718773,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20326,SANTA LUCÍA,2019,2019-06-03,90.0918451944987,1.6699999968210857,25.09912516276046,32.03554687500002,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20327,SANTO TOMÁS,2019,2019-06-03,90.7459208170573,2.2100000381469727,24.83966471354171,31.50409342447921,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20328,SOLEDAD,2019,2019-06-03,87.9171371459961,0.699999988079071,25.518640136718773,31.694696044921898,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20329,SUAN,2019,2019-06-03,91.72938537597656,1.6299999952316284,24.947351074218773,31.8046813964844,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20330,TUBARÁ,2019,2019-06-03,87.8869857788086,0.2800000011920929,25.444940185546898,30.873498535156276,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20331,USIACURÍ,2019,2019-06-03,90.64969635009766,1.4350000421206155,24.53784586588546,31.376397705078148,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20333,BARANOA,2019,2019-06-04,90.94035339355467,1.4500000476837158,24.835473632812523,32.40114746093752,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20334,CAMPO DE LA CRUZ,2019,2019-06-04,89.34862518310547,0.1099999994039535,25.631219482421898,33.06862792968752,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20335,CANDELARIA,2019,2019-06-04,90.76102447509766,0.1099999994039535,25.168054199218773,32.87273559570315,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20336,GALAPA,2019,2019-06-04,88.1614990234375,1.2100000381469729,25.56185302734372,31.9409118652344,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20337,JUAN DE ACOSTA,2019,2019-06-04,89.1854019165039,0.3199999928474426,25.633203125000023,32.48165283203127,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20338,LURUACO,2019,2019-06-04,89.76663716634114,0.6966666645473905,25.41723361545144,32.72919108072921,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20339,MALAMBO,2019,2019-06-04,87.9633051554362,1.290000041325887,25.749932861328148,32.54722493489584,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20340,MANATÍ,2019,2019-06-04,88.59440612792969,0.1899999976158142,26.702294921875023,33.36666259765627,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
20341,PALMAR DE VARELA,2019,2019-06-04,88.9412841796875,1.4500000476837158,25.606988525390648,33.4144226074219,10.694812386323434,10.694812386323434,-74.77015084732946,-74.77015084732946
20342,PIOJÓ,2019,2019-06-04,89.67070176866319,0.6338888892421016,25.440743453414427,32.61934136284725,10.740779525620145,10.740779525620145,-75.14364579776823,-75.14364579776823
20343,POLONUEVO,2019,2019-06-04,89.50729878743489,1.4500000476837158,25.381504313151083,32.98331095377608,10.767401673530337,10.767401673530337,-74.85414835065527,-74.85414835065527
20344,PONEDERA,2019,2019-06-04,90.4541473388672,0.7800000309944153,25.342492675781276,33.29342041015627,10.59465105071938,10.59465105071938,-74.79847290791345,-74.79847290791345
20345,PUERTO COLOMBIA,2019,2019-06-04,86.181640625,1.2100000381469729,26.436395263671898,31.666619873046898,11.00468737217774,11.00468737217774,-74.90650030692068,-74.90650030692068
20346,REPELÓN,2019,2019-06-04,89.4718288845486,0.5905555508754872,25.822077546296327,33.0515313042535,10.507568372875568,10.507568372875568,-75.12187933511093,-75.12187933511093
20347,SABANAGRANDE,2019,2019-06-04,88.6402587890625,1.4500000476837158,25.702050781250023,33.13436279296877,10.798940150928054,10.798940150928054,-74.76879660339148,-74.76879660339148
20348,SABANALARGA,2019,2019-06-04,90.054443359375,0.8849999904632568,25.346704101562523,33.05874023437502,10.62250793138987,10.62250793138987,-74.95510483828492,-74.95510483828492
20349,SANTA LUCÍA,2019,2019-06-04,89.47306060791016,0.1366666654745737,25.955682373046898,33.08929850260421,10.35364191997005,10.35364191997005,-74.96541178661992,-74.96541178661992
20350,SANTO TOMÁS,2019,2019-06-04,89.50729878743489,1.4500000476837158,25.381504313151083,32.98331095377608,10.744048200714978,10.744048200714978,-74.79479581261772,-74.79479581261772
20351,SOLEDAD,2019,2019-06-04,87.0881576538086,1.2100000381469729,25.985894775390648,32.5664001464844,10.906909741834337,10.906909741834337,-74.77842447604834,-74.77842447604834
20352,SUAN,2019,2019-06-04,90.47615051269533,0.1099999994039535,25.53353271484372,32.83260498046877,10.310850238176537,10.310850238176537,-74.90713309116475,-74.90713309116475
20353,TUBARÁ,2019,2019-06-04,88.25831604003906,0.1700000017881393,26.049951171875023,31.568536376953148,10.907060348938533,10.907060348938533,-74.98448392990626,-74.98448392990626
20354,USIACURÍ,2019,2019-06-04,90.06006622314453,0.8850000103314718,25.27179361979171,32.64718017578127,10.740522656584362,10.740522656584362,-74.98267412624779,-74.98267412624779
20356,BARANOA,2019,2019-06-05,92.22013854980467,1.840000033378601,25.447839355468773,31.965264892578148,10.793293658378715,10.793293658378715,-74.92219640305643,-74.92219640305643
20357,CAMPO DE LA CRUZ,2019,2019-06-05,90.65078735351562,1.3700000047683716,25.9182067871094,32.3826843261719,10.402620855645086,10.402620855645086,-74.87840832085742,-74.87840832085742
20358,CANDELARIA,2019,2019-06-05,92.02251434326172,1.3700000047683716,25.44271240234372,32.21856079101565,10.489019585448387,10.489019585448387,-74.87756539446083,-74.87756539446083
20359,GALAPA,2019,2019-06-05,90.46240234375,0.7300000190734863,25.760522460937523,31.961968994140648,10.897721024361596,10.897721024361596,-74.88708921871891,-74.88708921871891
20360,JUAN DE ACOSTA,2019,2019-06-05,90.31578063964844,1.7400000095367432,25.745141601562523,32.14229736328127,10.823092520111464,10.823092520111464,-75.07842405936859,-75.07842405936859
20361,LURUACO,2019,2019-06-05,90.85616556803386,1.773333324326409,25.681183539496544,32.33890855577255,10.635031161141915,10.635031161141915,-75.15402741021481,-75.15402741021481
20362,MALAMBO,2019,2019-06-05,89.7858403523763,1.100000023841858,26.07742716471364,32.40909220377608,10.848289285861629,10.848289285861629,-74.8061750526255,-74.8061750526255
20363,MANATÍ,2019,2019-06-05,88.7850341796875,1.7799999713897705,26.408135986328148,32.56160888671877,10.45414802741401,10.45414802741401,-74.98477032732278,-74.98477032732278
