municipio,periodo_global,REM
CAMPO DE LA CRUZ,58,2.69297946939889
CAMPO DE LA CRUZ,59,2.49046445684901
CAMPO DE LA CRUZ,60,1.34368011998909
CAMPO DE LA CRUZ,61,0.965516902584207
CAMPO DE LA CRUZ,62,0.45077815743351
CAMPO DE LA CRUZ,63,0.201992647760424
CAMPO DE LA CRUZ,64,0.179988322613446
CAMPO DE LA CRUZ,68,0.422089408886863
CAMPO DE LA CRUZ,70,0.619866351778553
CAMPO DE LA CRUZ,71,0.845019914436213
CAMPO DE LA CRUZ,72,2.42100605046344
CAMPO DE LA CRUZ,73,0.910229174233115
CAMPO DE LA CRUZ,74,0.345144043151785
CAMPO DE LA CRUZ,75,0.65303854966021
CAMPO DE LA CRUZ,78,0.498096508137703
CANDELARIA,11,0.367988959498738
CANDELARIA,18,1.27605678596691
CANDELARIA,19,1.29223832744853
CANDELARIA,20,1.93007756230845
CANDELARIA,21,1.53385277146023
CANDELARIA,22,1.57524209997649
CANDELARIA,23,1.88864485042564
CANDELARIA,24,3.05035100010672
CANDELARIA,25,0.497678902136348
CANDELARIA,26,0.76189634586358
CANDELARIA,27,0.347716067285383
CANDELARIA,49,0.156620693223914
CANDELARIA,57,0.834290720189818
CANDELARIA,58,0.690684178710776
CANDELARIA,59,0.540475667103683
CANDELARIA,60,0.568625460240699
CANDELARIA,61,0.453991562206848
CANDELARIA,63,0.284934290012767
CANDELARIA,64,0.126947305961547
CANDELARIA,67,0.505512130504043
CANDELARIA,74,1.9410396051505
CANDELARIA,78,0.700305472936459
GALAPA,1,0.116568898645091
GALAPA,2,0.169541493046611
GALAPA,4,1.15103140058677
GALAPA,5,1.2966878240658
GALAPA,6,0.372166523944404
GALAPA,7,0.856830826723391
GALAPA,8,1.0440935785116
GALAPA,9,0.514756825274092
GALAPA,10,2.63688829635689
GALAPA,11,1.83959937606737
GALAPA,12,1.82242637196836
GALAPA,13,3.20941816229308
GALAPA,14,1.83612420643854
GALAPA,15,1.20658966279746
GALAPA,16,0.296796907712006
GALAPA,17,1.24304803457916
GALAPA,19,0.340360937815064
GALAPA,20,0.508360567249373
GALAPA,21,0.40399944551655
GALAPA,22,0.276600617210901
GALAPA,23,0.497447660262239
GALAPA,24,0.200856975259231
GALAPA,25,0.131082985439964
GALAPA,26,0.501687168086118
GALAPA,27,1.05284503955527
GALAPA,28,0.313226455610512
GALAPA,29,0.386459137856554
GALAPA,30,0.490103958994273
GALAPA,32,1.40672821405663
GALAPA,38,0.269307534591771
GALAPA,39,0.274383842865663
GALAPA,40,1.54020036078319
GALAPA,41,0.862551369181782
GALAPA,45,0.518035873006362
GALAPA,47,0.133858538172137
GALAPA,48,0.358612276740999
GALAPA,49,1.20826973421575
GALAPA,50,1.0021779801793
GALAPA,51,1.34631070797256
GALAPA,52,1.62580484681347
GALAPA,53,1.41758865288732
GALAPA,54,1.23832619533762
GALAPA,55,0.897276494967436
GALAPA,56,1.31347585215258
GALAPA,57,0.449425347403615
GALAPA,58,1.02318072824156
GALAPA,59,0.655086748287237
GALAPA,60,1.93998690053286
GALAPA,61,2.38447375548877
GALAPA,62,2.22651448787877
GALAPA,63,2.60935872353936
GALAPA,64,2.01737044802182
GALAPA,65,1.49036688545899
GALAPA,66,1.38431996557652
GALAPA,67,0.896913479627711
GALAPA,68,0.161988465340226
GALAPA,69,0.58238746535264
GALAPA,70,0.475781656334177
GALAPA,71,0.324299724748938
GALAPA,72,0.464563960190593
GALAPA,73,0.785982552178305
GALAPA,74,0.529834226534355
GALAPA,75,0.125310787525374
GALAPA,76,0.362960817233796
GALAPA,77,0.289200386242757
GALAPA,78,0.191158288376241
JUAN DE ACOSTA,1,0.336992611346084
JUAN DE ACOSTA,4,1.66377602402358
JUAN DE ACOSTA,5,6.24772446469661
JUAN DE ACOSTA,6,3.22772292311354
JUAN DE ACOSTA,7,1.23851928402645
JUAN DE ACOSTA,8,2.01226814128504
JUAN DE ACOSTA,9,3.47229475847985
JUAN DE ACOSTA,10,1.905765352392
