municipio,año,periodo,semana,temp_media,humedad,precipitacion
BARANOA,2018,9,33,27.148124040876137,90.9388918195452,6.381428599357605
BARANOA,2018,9,34,27.708609880719884,91.77906036376953,3.9071428307465146
BARANOA,2018,9,35,27.369093104771224,94.36893136160714,7.794285706111363
BARANOA,2018,9,36,26.8547324044364,94.6119613647461,13.334285872323173
BARANOA,2018,10,37,26.93272225516185,93.95086669921875,11.362857001168388
BARANOA,2018,10,38,27.49487784249444,94.00964900425502,9.36000001004764
BARANOA,2018,10,39,26.95450526646207,94.29233769008091,12.910000017711095
BARANOA,2018,10,40,26.320646449497787,94.73369598388672,17.117142541067942
BARANOA,2018,11,41,26.274196515764533,93.40266527448382,8.305714351790291
BARANOA,2018,11,42,26.57459193638394,94.1912612915039,8.077142890010562
BARANOA,2018,11,43,26.846972220284616,93.60000283377511,6.541428429739816
BARANOA,2018,11,44,26.741213553292432,93.4431871686663,9.155714307512556
BARANOA,2018,12,45,26.875087629045776,93.19571576799665,3.415714258594172
BARANOA,2018,12,46,27.197863333565866,92.93497031075614,7.062857212764876
BARANOA,2018,12,47,26.963346644810287,93.75496782575335,4.174285796071802
BARANOA,2018,12,48,26.71946977887837,93.460451398577,3.548571432541524
BARANOA,2018,13,49,26.61586914062502,92.45698765345982,0.08000000140496659
BARANOA,2018,13,50,27.2178414481027,90.47938864571708,0.06857142624046118
BARANOA,2018,13,51,26.830126517159613,92.01140812465123,0.2100000080785581
BARANOA,2018,13,52,26.959917776925245,84.72386823381696,0.0
BARANOA,2018,14,53,26.62153015136721,83.94332122802734,0.0
BARANOA,2019,1,1,26.690310232979932,87.2140862601144,4.428571428571429
BARANOA,2019,1,2,26.40384608677457,90.3831787109375,8.317143125193459
BARANOA,2019,1,3,26.787223161969887,87.76782335553851,0.0
BARANOA,2019,1,4,27.39328918457033,87.23919459751674,5.714285714285714
BARANOA,2019,2,5,27.029907662527922,87.59246608189174,2.7142857142857144
BARANOA,2019,2,6,27.342178780691988,83.54926518031529,0.0
BARANOA,2019,2,7,27.689717320033505,88.89183262416294,2.944285716329302
BARANOA,2019,2,8,27.771927315848234,84.13573237827846,7.558571440832956
BARANOA,2019,3,9,27.643670654296898,85.62292589460101,1.2585714305085796
BARANOA,2019,3,10,27.37237374441966,85.14383588518415,0.014285714498588014
BARANOA,2019,3,11,27.714037649972116,84.11113848005023,1.8571428571428572
BARANOA,2019,3,12,27.445650809151807,87.40482875279018,2.820000029568161
BARANOA,2019,4,13,27.74824785505024,86.95835876464844,1.9057142814355237
BARANOA,2019,4,14,28.20155814034599,85.30002158028739,2.572857143623488
BARANOA,2019,4,15,27.941629028320335,88.73316846575055,4.585714363626072
BARANOA,2019,4,16,27.96309160505024,86.49678148542132,6.8142856785229275
BARANOA,2019,5,17,28.011274501255592,87.0656509399414,4.242857091394918
BARANOA,2019,5,18,29.5182564871652,83.80116816929409,2.3571428592715944
BARANOA,2019,5,19,27.661451503208728,89.57314845493862,18.224285772868566
BARANOA,2019,5,20,27.346765136718766,91.95847865513393,14.615714039121354
BARANOA,2019,6,21,27.537197004045776,92.24033573695591,11.464285748345512
BARANOA,2019,6,22,26.943797956194214,92.27033233642578,16.340000288827078
BARANOA,2019,6,23,27.6404488699777,92.47926003592355,10.53285709449223
BARANOA,2019,6,24,27.91188746861051,90.41379111153739,4.272857308387756
BARANOA,2019,7,25,28.579618617466533,88.88618469238281,8.648571763719831
BARANOA,2019,7,26,27.94909057617189,89.66238185337612,3.1014285683631897
BARANOA,2019,7,27,28.142458670479932,89.50201198032924,4.4485714712313245
BARANOA,2019,7,28,27.451239885602696,90.28643035888672,6.034285869981561
BARANOA,2019,8,29,28.318311854771224,90.77391597202846,2.3914285387311662
BARANOA,2019,8,30,27.31775817871096,92.07536206926618,11.714285782405309
BARANOA,2019,8,31,27.959113420758946,92.84705461774554,5.064285687037876
BARANOA,2019,8,32,28.10677926199779,91.63390023367745,4.83714268888746
BARANOA,2019,9,33,27.161673845563637,93.14291708809989,17.401428631373815
BARANOA,2019,9,34,27.802383858816977,93.71691458565849,6.547142739806857
BARANOA,2019,9,35,27.784162684849345,92.4078608921596,12.53571435383388
BARANOA,2019,9,36,27.714188058035738,94.07463836669922,3.915714306490762
BARANOA,2019,10,37,27.960761369977696,93.57026127406529,7.535714387893677
BARANOA,2019,10,38,26.22242344447547,94.41596003941127,14.859999997275215
BARANOA,2019,10,39,26.897757829938634,94.55353655133929,8.158571345465523
BARANOA,2019,10,40,26.2795850481306,95.07118225097656,9.839999880109515
BARANOA,2019,11,41,26.124765014648442,94.97069004603794,14.544285876410347
BARANOA,2019,11,42,26.187663922991085,94.88613564627511,22.70857174055917
BARANOA,2019,11,43,26.325036621093773,94.85127258300781,7.1142856904438565
BARANOA,2019,11,44,26.818651907784613,93.66458456856864,5.381428582327707
BARANOA,2019,12,45,27.012196568080377,92.17579432896206,16.831428621496475
BARANOA,2019,12,46,26.33482404436386,94.7741459437779,4.484285714370864
BARANOA,2019,12,47,26.564545113699797,94.2972651890346,19.935714278902328
BARANOA,2019,12,48,27.384024919782387,90.63949693952289,13.339999990803856
BARANOA,2019,13,49,27.003675624302478,93.95950644356864,5.924285722630365
BARANOA,2019,13,50,26.969576590401804,91.8417718069894,6.171428571588227
BARANOA,2019,13,51,27.634766060965422,92.49732208251953,8.39714283442923
BARANOA,2019,13,52,27.43381870814733,92.11291176932198,9.107142865657806
BARANOA,2019,14,53,26.554467773437523,94.14751434326172,6.920000076293945
BARANOA,2020,1,1,26.897310965401807,91.42395673479352,0.8571428571428571
BARANOA,2020,1,2,27.51132681710381,84.94940512520927,0.0
BARANOA,2020,1,3,27.541356113978818,85.22216469900948,0.23857142377112592
BARANOA,2020,1,4,26.59568612234935,90.98636954171317,10.830000002469335
BARANOA,2020,2,5,27.917851475306936,88.1820319039481,4.857142857142857
BARANOA,2020,2,6,27.555653599330377,86.91168866838727,0.0
BARANOA,2020,2,7,27.892055402483276,82.64958081926618,0.0
BARANOA,2020,2,8,27.214726475306943,86.1871828351702,3.2957142857568607
BARANOA,2020,3,9,27.411462402343773,87.22577776227679,4.714285714285714
BARANOA,2020,3,10,27.626469639369443,83.28558894566127,0.7142857142857143
BARANOA,2020,3,11,27.308278111049123,85.33504377092633,8.857142857142858
BARANOA,2020,3,12,27.557491193498898,83.82598223005023,0.11428571598870414
BARANOA,2020,4,13,27.810126604352696,85.02962929861886,2.7457142855439867
BARANOA,2020,4,14,28.343039812360512,87.7760249546596,3.784285856144769
BARANOA,2020,4,15,28.604462105887297,86.43295615059989,0.7514285535684654
BARANOA,2020,4,16,28.217300851004488,87.32017953055245,5.247142853481429
BARANOA,2020,5,17,28.28667820521765,87.62038966587612,1.68857142329216
BARANOA,2020,5,18,28.712498692103818,87.05828312465123,1.3371428421565466
BARANOA,2020,5,19,29.06675545828685,86.63030242919922,20.05142857347216
BARANOA,2020,5,20,28.021140398298012,89.76025717599052,9.904285771506173
BARANOA,2020,6,21,28.492711094447568,89.86466326032367,9.835714374269758
BARANOA,2020,6,22,27.269093540736627,91.43947165352958,22.74142837524414
BARANOA,2020,6,23,27.77210606166297,89.9651118687221,11.159999813352313
BARANOA,2020,6,24,27.04819205147881,91.72559138706752,8.391428572790963
BARANOA,2020,7,25,27.854972185407384,90.47908673967633,5.04285708894687
BARANOA,2020,7,26,27.60105285644533,89.98908996582031,13.61571455853326
BARANOA,2020,7,27,26.8765829903739,92.34369550432477,12.10999985252108
BARANOA,2020,7,28,26.810329328264523,93.52198791503906,8.305714317730494
BARANOA,2020,8,29,27.412319074358276,91.88836669921875,7.591428624732154
BARANOA,2020,8,30,26.704400634765648,94.86895315987724,12.024285657065255
BARANOA,2020,8,31,27.70755702427457,93.47559029715401,8.238571388380867
BARANOA,2020,8,32,27.774989972795783,93.80807495117188,5.762857283864703
BARANOA,2020,9,33,26.87412632533484,93.38587515694755,10.088571616581508
BARANOA,2020,9,34,26.42710048130582,94.58011518205915,23.68142863682338
BARANOA,2020,9,35,26.677795846121665,94.62515694754464,9.978571278708321
BARANOA,2020,9,36,26.511429268973238,94.75458744594029,17.8371427825519
BARANOA,2020,10,37,27.273307146344887,94.85718536376953,21.010000024523055
BARANOA,2020,10,38,26.72105233328685,94.63320922851562,13.277142899377006
BARANOA,2020,10,39,26.869180297851585,94.2973153250558,8.359999929155622
BARANOA,2020,10,40,25.908244977678596,93.73118700299945,13.321428605488368
BARANOA,2020,11,41,26.581837681361627,93.53948538643974,7.04571425489017
BARANOA,2020,11,42,25.937908063616096,94.06770978655133,13.692856967449188
BARANOA,2020,11,43,26.214813668387297,93.85208129882812,16.607143061501638
BARANOA,2020,11,44,25.812437220982165,94.13308497837612,16.998571468251093
BARANOA,2020,12,45,25.779894583565866,94.62941196986607,11.49857144696372
BARANOA,2020,12,46,25.276164899553596,93.99800872802734,15.632857424872261
BARANOA,2020,12,47,26.109532383510068,94.3876473563058,7.427142943654742
BARANOA,2020,12,48,26.28656485421318,93.77306147984096,14.150000061307635
BARANOA,2020,13,49,26.3385450090681,94.07144927978516,10.297142846243721
BARANOA,2020,13,50,26.391514805385064,91.8873792375837,5.235714273793357
BARANOA,2020,13,51,26.645678274972116,91.32068198067802,1.494285719735282
BARANOA,2020,13,52,26.629248918805825,91.11371612548828,8.617142847606114
BARANOA,2020,14,53,26.751504516601585,87.98423767089844,0.5
BARANOA,2021,1,1,26.690155465262297,89.75476837158203,2.5714285714285716
BARANOA,2021,1,2,27.14313005719868,88.61614663260323,3.434285717351096
BARANOA,2021,1,3,27.066395786830377,87.33580780029297,2.1428572790963307
BARANOA,2021,1,4,27.207400076729925,86.37267630440849,0.0
BARANOA,2021,2,5,26.918139212472116,86.58663940429688,2.1428572790963307
BARANOA,2021,2,6,27.801657976423012,86.48216138567243,5.594285713774817
BARANOA,2021,2,7,27.895168195452026,86.92827606201172,7.344285713774817
BARANOA,2021,2,8,27.589695957728818,84.85050637381417,4.428571428571429
BARANOA,2021,3,9,27.429642159598238,82.41805049351284,1.5714285714285714
BARANOA,2021,3,10,27.530613926478818,84.33370317731585,4.734285714370864
BARANOA,2021,3,11,27.24919389997212,84.08294459751674,8.897142856780972
BARANOA,2021,3,12,27.68179364885605,85.88821411132812,4.202857140983854
BARANOA,2021,4,13,28.480497523716537,80.99637930733817,1.8785714288907391
BARANOA,2021,4,14,27.256276157924127,86.86141531808036,4.828571455819266
BARANOA,2021,4,15,27.05003618512837,91.39491707938058,5.145714372396469
BARANOA,2021,4,16,27.359017944335957,90.1162588936942,6.551428437232971
BARANOA,2021,5,17,27.019671194893995,89.35010964529855,12.654285737446376
BARANOA,2021,5,18,26.64292515345984,90.71507590157645,7.908571583884103
BARANOA,2021,5,19,27.398466273716537,88.77296774727958,5.581428693873542
BARANOA,2021,5,20,27.8014596121652,88.13584463936942,8.490000196865628
BARANOA,2021,6,21,27.78787057059153,89.81491197858539,18.774285878453934
BARANOA,2021,6,22,27.1005318777902,90.95106833321708,9.44857130731855
BARANOA,2021,6,23,26.719925362723238,92.10114288330078,12.687142814908709
BARANOA,2021,6,24,27.011315917968773,91.22806876046317,12.665714400155204
BARANOA,2021,7,25,26.82023882184712,92.04379708426339,10.101428610937935
BARANOA,2021,7,26,26.754421125139533,92.19892011369977,13.314285550798688
BARANOA,2021,7,27,27.11450456891743,91.97055380684989,7.572857154267175
BARANOA,2021,7,28,27.050435093471002,91.72012438092914,5.841428621539047
BARANOA,2021,8,29,27.76554478236609,89.82447596958706,1.9814285444361823
BARANOA,2021,8,30,26.676629638671898,91.64583260672433,10.0342857837677
BARANOA,2021,8,31,27.246874564034616,92.6919937133789,6.765714270727975
BARANOA,2021,8,32,27.076531982421898,92.82546670096261,9.872856957571846
BARANOA,2021,9,33,26.442886788504484,93.64541516985211,23.689999716622488
BARANOA,2021,9,34,26.32035435267858,94.15473393031529,17.024285452706472
BARANOA,2021,9,35,26.091877964564755,94.73709869384766,14.27000001498631
BARANOA,2021,9,36,26.487414114815866,94.34164210728237,13.902857048170906
BARANOA,2021,10,37,26.642369297572564,93.7070792061942,10.647142887115479
BARANOA,2021,10,38,26.850673566545783,92.60995156424386,7.328571428677866
BARANOA,2021,10,39,26.850863211495554,92.92000470842633,11.899999933583397
BARANOA,2021,10,40,26.85585719517301,93.77596500941685,8.650000095367432
BARANOA,2021,11,41,26.61620483398439,93.04361942836216,13.97285715171269
BARANOA,2021,11,42,26.554666137695328,94.1000497000558,12.329999855586461
BARANOA,2021,11,43,26.523843383789085,94.09172058105469,17.672857301575796
BARANOA,2021,11,44,25.603481183733276,93.59990583147321,13.08428600856236
BARANOA,2021,12,45,26.694124930245557,93.38394492013114,2.6328571821962083
BARANOA,2021,12,46,26.853389630998908,93.4548819405692,9.697143392903465
BARANOA,2021,12,47,26.16431361607144,93.98465510777065,7.221428505011967
BARANOA,2021,12,48,26.248627144949797,93.98202078683036,11.127142974308558
BARANOA,2021,13,49,27.170547921316984,90.54815891810826,4.285714285714286
BARANOA,2021,13,50,26.685906982421894,90.72151838030133,1.7414285710879736
BARANOA,2021,13,51,26.719628906250023,92.5288325718471,3.2257142859910215
BARANOA,2021,13,52,27.05471409388952,91.6236801147461,4.862857138471944
BARANOA,2021,14,53,26.589990234375023,87.46661376953125,0.0
BARANOA,2022,1,1,26.982581438337075,89.06569998604911,0.0
BARANOA,2022,1,2,26.496187918526807,90.07305690220424,5.491428572152342
BARANOA,2022,1,3,27.099014718191984,88.12604086739677,4.142857142857143
BARANOA,2022,1,4,26.93193315778462,88.5708977835519,15.571428980146136
BARANOA,2022,2,5,27.029149082728814,88.0394058227539,9.0
BARANOA,2022,2,6,27.11644243512837,88.3221686226981,2.372857155544417
BARANOA,2022,2,7,27.533609008789078,84.20516749790737,0.9442857163293021
BARANOA,2022,2,8,27.27729187011721,81.98560333251953,2.0157142856291363
BARANOA,2022,3,9,27.360770525251137,86.45047106061664,1.6771428510546684
BARANOA,2022,3,10,27.490189034598234,88.50294385637555,4.005714303680828
BARANOA,2022,3,11,27.774124581473238,87.90474918910435,9.875714268003192
BARANOA,2022,3,12,28.12424621582033,84.60875047956195,7.582857278840883
BARANOA,2022,4,13,27.838889421735505,86.38372039794922,3.92000004862036
BARANOA,2022,4,14,27.474888828822564,89.89962005615234,7.618571264403207
BARANOA,2022,4,15,27.92951354980471,86.16926901681083,5.231428582753454
BARANOA,2022,4,16,27.00798950195314,91.44381277901786,14.672857420785087
BARANOA,2022,5,17,27.15095781598774,91.05992780412946,8.854285648890905
BARANOA,2022,5,18,27.402884783063634,91.40497480119977,8.567142639841352
BARANOA,2022,5,19,27.132882690429707,91.82360948835101,8.81714289528983
BARANOA,2022,5,20,27.136254882812523,92.16826847621373,10.46142864227295
BARANOA,2022,6,21,27.568017578125023,91.42273821149554,6.964285739830562
BARANOA,2022,6,22,27.177294485909613,92.92789241245815,12.591428416115898
BARANOA,2022,6,23,26.412508719308054,93.0456074305943,22.281428473336355
BARANOA,2022,6,24,26.3497754778181,92.57801273890904,17.807142870766775
BARANOA,2022,7,25,26.693385968889523,93.75941903250558,17.125714438302175
BARANOA,2022,7,26,26.528052629743325,93.36312321254185,11.454285723822457
BARANOA,2022,7,27,27.687064470563634,93.42995343889508,8.9928571837289
BARANOA,2022,7,28,27.38336007254466,92.89178902762276,11.869999825954437
BARANOA,2022,8,29,27.485168892996672,93.70266505650112,7.677142824445452
BARANOA,2022,8,30,26.857300240652926,94.36811065673828,15.811428649084908
BARANOA,2022,8,31,27.220302472795776,92.56429617745536,26.187142976692744
BARANOA,2022,8,32,27.18278764997212,94.02615356445312,11.050000020435878
BARANOA,2022,9,33,27.144714791434172,93.97212219238281,18.914285114833287
BARANOA,2022,9,34,26.624843488420783,94.3139397757394,13.980000155312675
BARANOA,2022,9,35,26.75409197126118,95.19233158656529,12.304285866873604
BARANOA,2022,9,36,26.953524344308054,95.4229245867048,10.057142751557487
BARANOA,2022,10,37,26.738774326869436,94.66895839146206,13.379999876022339
BARANOA,2022,10,38,25.952909633091537,94.8488028390067,13.9442857333592
BARANOA,2022,10,39,26.353579275948682,95.67710876464844,8.222857236862183
BARANOA,2022,10,40,26.47267848423551,94.37713841029576,14.874285527638026
BARANOA,2022,11,41,26.403671700613863,95.24930245535714,11.548571280070714
BARANOA,2022,11,42,26.512983485630603,95.1887948172433,13.63571446282523
BARANOA,2022,11,43,26.198423549107165,94.7401591709682,8.968571577753341
BARANOA,2022,11,44,26.010838535853818,94.9937973022461,16.535714302744186
BARANOA,2022,12,45,25.04019208635605,95.50173623221261,13.449999945504326
BARANOA,2022,12,46,25.847133527483283,95.5610602242606,19.80571416446141
BARANOA,2022,12,47,26.361049543108283,94.29809679303851,6.917142833982195
BARANOA,2022,12,48,25.99393179757256,94.1329345703125,7.977142751216888
BARANOA,2022,13,49,25.80301164899555,90.96441868373326,6.362857145922525
BARANOA,2022,13,50,26.249344308035724,92.78291865757534,5.0014287031122615
BARANOA,2022,13,51,26.95494559151788,89.49974822998047,0.7142857142857143
BARANOA,2022,13,52,26.4337838309152,90.54985918317523,0.2857142857142857
BARANOA,2022,14,53,27.313806152343773,93.6425323486328,5.0
BARANOA,2023,1,1,26.573229544503366,92.83940887451172,2.492857141154153
BARANOA,2023,1,2,26.52610822405136,92.43131692068917,2.8128571212291718
BARANOA,2023,1,3,26.745398821149568,90.05642591203961,4.571428571428571
BARANOA,2023,1,4,27.388530622209846,83.58489009312221,0.0
BARANOA,2023,2,5,26.449504743303596,84.76487840924945,0.14285714285714285
BARANOA,2023,2,6,27.363163975306943,83.49951280866351,0.2857142857142857
BARANOA,2023,2,7,27.231330217633946,83.02438027518136,1.8571428571428572
BARANOA,2023,2,8,26.67193429129466,81.63816615513393,0.0
BARANOA,2023,3,9,26.96908176967077,86.31614140101841,0.0
BARANOA,2023,3,10,26.800960431780158,87.67042323521206,1.565714297550065
BARANOA,2023,3,11,26.85052097865515,91.68260410853794,12.0200001512255
BARANOA,2023,3,12,27.31657671247212,86.48938642229352,0.32428571581840515
BARANOA,2023,4,13,27.765076119559172,82.75512041364398,4.154285714030266
BARANOA,2023,4,14,28.015233067103814,83.14906529017857,1.1642857193946838
BARANOA,2023,4,15,28.06812438964846,84.92794908796039,4.864285734082971
BARANOA,2023,4,16,26.913583374023457,88.85006277901786,12.637142691229071
BARANOA,2023,5,17,27.444650268554703,90.62791442871094,5.227142823593957
BARANOA,2023,5,18,27.928587123325915,89.822023664202,7.814285584858486
BARANOA,2023,5,19,28.515747506277926,88.08555712018695,2.9899998903274536
BARANOA,2023,5,20,28.20370309012279,90.03886958530971,12.300000035337039
BARANOA,2023,6,21,27.501330130440866,92.34315708705357,11.149999788829259
BARANOA,2023,6,22,27.61785278320314,92.60118647984096,27.689999989100865
BARANOA,2023,6,23,27.362235369001127,92.45438494001117,14.09857177734375
BARANOA,2023,6,24,28.347900826590422,92.13190351213727,7.028571350233896
BARANOA,2023,7,25,28.621340506417425,91.82322801862445,9.025714290993553
BARANOA,2023,7,26,27.991241891043533,92.20389447893415,14.54857125878334
BARANOA,2023,7,27,27.310089547293547,93.6604723249163,12.547142914363317
BARANOA,2023,7,28,28.181564767020113,90.91247885567802,2.62999997820173
BARANOA,2023,8,29,28.740149797712075,90.57573590959821,3.8400000347090617
BARANOA,2023,8,30,28.216091047014533,91.32659040178571,9.527142958449465
BARANOA,2023,8,31,28.451351056780158,93.17458997453961,4.3414285236171315
BARANOA,2023,8,32,28.08533848353797,93.86114392961774,6.505714126995632
BARANOA,2023,9,33,27.644278826032384,93.83281598772321,7.164285625730242
BARANOA,2023,9,34,27.317311314174123,94.32140241350446,11.710000208445958
BARANOA,2023,9,35,28.350904628208728,94.15914372035435,6.921428671904972
BARANOA,2023,9,36,27.599808175223238,94.65591103690011,6.841428467205593
BARANOA,2023,10,37,27.784805733816988,94.33727591378349,4.3642856904438565
BARANOA,2023,10,38,27.868133980887286,93.89190019880023,8.404285737446376
BARANOA,2023,10,39,27.730820138113863,95.84543718610492,7.774285759244647
BARANOA,2023,10,40,27.324979945591537,94.82822636195591,16.508571326732635
BARANOA,2023,11,41,27.28539864676341,93.73849269321987,9.068571482385908
BARANOA,2023,11,42,27.346326991489974,94.7260992867606,7.144285815102713
BARANOA,2023,11,43,26.56567208426341,94.96984972272601,20.669999871935165
BARANOA,2023,11,44,26.216816929408502,96.36447470528739,15.93571434702192
BARANOA,2023,12,45,27.734639195033505,94.8085207257952,4.429999998637608
BARANOA,2023,12,46,27.21894662039622,94.68458993094308,7.585714357239859
BARANOA,2023,12,47,26.53111310686386,94.88766043526786,8.417142961706434
BARANOA,2023,12,48,27.419713047572564,91.65610177176339,4.177143122468676
BARANOA,2023,13,49,27.407730538504484,89.77533939906529,4.857142857142857
BARANOA,2023,13,50,27.909489658900693,88.83922358921596,5.159999984981758
BARANOA,2023,13,51,27.466014753069214,91.54373604910714,23.90428571083716
BARANOA,2023,13,52,27.859325299944214,91.23726981026786,3.711428625243051
BARANOA,2023,14,53,27.67121276855471,94.1997528076172,0.8199999928474426
BARRANQUILLA,2017,1,1,27.07298540387837,84.70294516427177,0.0
BARRANQUILLA,2017,1,2,26.596691022600464,82.3280497959682,0.0
BARRANQUILLA,2017,1,3,26.302793666294658,84.82171412876674,1.7142857142857142
BARRANQUILLA,2017,1,4,26.833572823660738,85.51357923235211,0.14285714285714285
