municipio,año,periodo,semana,temp_media,humedad,precipitacion
CANDELARIA,2019,6,22,27.515028163364974,91.63173348563058,10.125714421272278
CANDELARIA,2019,6,23,28.021330043247783,92.12161472865513,5.968571388295719
CANDELARIA,2019,6,24,28.351275198800245,91.0532945905413,3.867142760327884
CANDELARIA,2019,7,25,29.35855800083707,89.03983197893415,8.09428602031299
CANDELARIA,2019,7,26,29.08046875000002,88.48262568882534,3.1385715007781982
CANDELARIA,2019,7,27,29.390154593331495,88.65784454345703,2.8357142380305698
CANDELARIA,2019,7,28,28.644287545340426,89.35309382847377,4.807142872895513
CANDELARIA,2019,8,29,29.508318655831495,88.68595232282367,3.197142878813403
CANDELARIA,2019,8,30,28.136538260323675,91.9585200718471,10.849999968494688
CANDELARIA,2019,8,31,28.886773681640644,90.7671628679548,1.9214285271508353
CANDELARIA,2019,8,32,28.87952139718193,91.13791329520089,3.7414285583155498
CANDELARIA,2019,9,33,27.773592703683054,92.65610068184989,10.458571468080793
CANDELARIA,2019,9,34,28.35427900041855,93.66839926583427,4.802857090319906
CANDELARIA,2019,9,35,28.71293683733261,91.32110159737724,12.987142822572164
CANDELARIA,2019,9,36,28.61365443638395,92.5580553327288,3.2999999736036574
CANDELARIA,2019,10,37,28.469075230189755,92.53411974225726,5.467142939567566
CANDELARIA,2019,10,38,26.5433070591518,94.49960654122489,12.682857172829765
CANDELARIA,2019,10,39,27.128666904994443,94.83248792375836,5.597142824104854
CANDELARIA,2019,10,40,26.611509486607165,94.93949890136719,5.678571428571429
CANDELARIA,2019,11,41,26.482326398577026,94.9264886038644,6.972857168742588
CANDELARIA,2019,11,42,26.501591709681943,94.5692378452846,12.82571428162711
CANDELARIA,2019,11,43,26.5592982700893,94.59560721261161,4.9957142387117655
CANDELARIA,2019,11,44,26.944079153878366,93.89069475446429,4.90285725252969
CANDELARIA,2019,12,45,27.278294590541318,93.35307856968471,12.849999930177416
CANDELARIA,2019,12,46,26.767713710239978,93.69745091029576,3.7685714417270253
CANDELARIA,2019,12,47,27.41318664550783,92.48373522077289,18.79714289733342
CANDELARIA,2019,12,48,28.065558733258946,90.66067177908761,15.585714280605316
CANDELARIA,2019,13,49,27.79478280203685,92.79578399658203,3.689999982714653
CANDELARIA,2019,13,50,27.810370744977696,91.52312578473773,2.9042857132319893
CANDELARIA,2019,13,51,28.505861990792432,90.93817792619977,8.409999994827169
CANDELARIA,2019,13,52,28.16331525530135,91.09874616350446,12.757142352206367
CANDELARIA,2019,14,53,27.47759399414062,90.86683654785156,4.090000152587891
CANDELARIA,2020,1,1,27.678151157924123,91.5251693725586,1.4285714285714286
CANDELARIA,2020,1,2,28.315443202427474,87.26131003243583,0.0
CANDELARIA,2020,1,3,28.754985700334846,84.79416111537388,0.32428571289139135
CANDELARIA,2020,1,4,27.587803867885064,88.9498062133789,5.491428571087973
CANDELARIA,2020,2,5,28.926727730887297,87.5277350289481,5.71428598676409
CANDELARIA,2020,2,6,28.732797241210953,87.20070321219308,0.0
CANDELARIA,2020,2,7,29.183099365234398,82.5071792602539,0.0
CANDELARIA,2020,2,8,28.513070678710953,84.60787418910435,4.584285714796612
CANDELARIA,2020,3,9,28.68792550223216,85.83800506591797,3.7142857142857144
CANDELARIA,2020,3,10,28.853332955496676,83.18769182477679,3.7142858505249023
CANDELARIA,2020,3,11,28.451431710379477,84.6246316092355,10.142857279096331
CANDELARIA,2020,3,12,28.592237636021224,84.59268951416016,0.10571428281920296
CANDELARIA,2020,4,13,28.78843514578685,84.96314675467355,3.2414285710879733
CANDELARIA,2020,4,14,29.369448416573675,86.34303065708706,4.374285696872643
CANDELARIA,2020,4,15,29.784243338448682,84.58637455531529,0.7557142941015107
CANDELARIA,2020,4,16,29.17315281459265,85.785398210798,5.042857151478529
CANDELARIA,2020,5,17,29.393583461216537,85.94335283551898,1.1157142764755659
CANDELARIA,2020,5,18,29.63678458077569,85.65350995744977,1.5928571649960108
CANDELARIA,2020,5,19,29.601650129045773,86.20430864606585,15.549999956573759
CANDELARIA,2020,5,20,28.66852286202569,88.59752655029297,5.670000059264047
CANDELARIA,2020,6,21,29.346976579938634,87.94079698835101,4.581428664071219
CANDELARIA,2020,6,22,27.87920096261163,89.91087232317243,12.341428739683968
CANDELARIA,2020,6,23,28.29826398577011,89.43286023821149,7.417142812694822
CANDELARIA,2020,6,24,27.664291817801363,90.21077401297433,5.548571450369699
CANDELARIA,2020,7,25,28.428598022460957,89.91593388148716,3.8442856709339788
CANDELARIA,2020,7,26,28.78424333844868,88.86843981061664,10.664285796029228
CANDELARIA,2020,7,27,27.890455409458717,90.46228790283203,6.407142888222422
CANDELARIA,2020,7,28,27.620263671875023,92.82392120361328,5.452857043061938
CANDELARIA,2020,8,29,28.276892961774575,91.4329103742327,4.909999932561602
CANDELARIA,2020,8,30,27.265908813476585,93.99430193219867,8.43999981880188
CANDELARIA,2020,8,31,28.231352015904037,92.87532915387835,6.852857172489166
CANDELARIA,2020,8,32,28.37260044642859,92.84832872663226,4.485714307853153
CANDELARIA,2020,9,33,27.585990251813634,92.43222372872489,8.371428557804652
CANDELARIA,2020,9,34,26.795770263671898,93.98331887381417,14.050000054495674
CANDELARIA,2020,9,35,27.099845232282387,94.33522142682757,6.655714239392962
CANDELARIA,2020,9,36,26.934825788225464,94.16026524135044,10.487142781061786
CANDELARIA,2020,10,37,27.53169730050225,94.70273263113839,10.638571500778198
CANDELARIA,2020,10,38,27.069584873744436,94.16528429303851,10.46999992643084
CANDELARIA,2020,10,39,27.199504743303578,93.8556398664202,4.929999998637608
CANDELARIA,2020,10,40,26.317873709542432,92.71267591203961,9.02285703590938
CANDELARIA,2020,11,41,26.884742082868318,94.18172672816685,9.577143085854393
CANDELARIA,2020,11,42,26.304653058733276,93.96701049804688,9.768571542842048
CANDELARIA,2020,11,43,26.50895298549108,93.7933829171317,14.940000568117414
CANDELARIA,2020,11,44,26.172869437081484,93.60040065220424,12.417143000023708
CANDELARIA,2020,12,45,26.091797310965415,93.61949048723493,10.332857029778618
CANDELARIA,2020,12,46,25.585791887555825,93.70342036655971,14.574285779680524
CANDELARIA,2020,12,47,26.346409824916314,93.48520987374442,5.492857030459812
CANDELARIA,2020,12,48,26.60413731166297,93.13599831717355,10.232857193265643
CANDELARIA,2020,13,49,26.670619855608283,94.39127567836216,8.371428574834551
CANDELARIA,2020,13,50,26.889777483258946,92.6805670601981,5.405714281967708
CANDELARIA,2020,13,51,27.259576416015637,92.37471880231585,1.610000001532691
CANDELARIA,2020,13,52,27.466762433733283,90.17786734444755,7.64857144015176
CANDELARIA,2020,14,53,27.476167297363304,89.94870376586914,0.5
CANDELARIA,2021,1,1,27.7368844168527,89.54087938581195,2.857142857142857
CANDELARIA,2021,1,2,28.16950596400672,87.79413495744977,4.352857146944318
CANDELARIA,2021,1,3,28.161621529715426,87.21874019077846,0.7142857142857143
CANDELARIA,2021,1,4,28.459425136021228,86.75731331961495,0.0
CANDELARIA,2021,2,5,28.397919137137297,85.90015411376953,5.571428571428571
CANDELARIA,2021,2,6,28.998873465401807,85.605954851423,6.1614285707473755
CANDELARIA,2021,2,7,28.935026332310287,85.08548845563617,7.804285715733256
CANDELARIA,2021,2,8,28.641168212890648,85.23845890590123,4.714285714285714
CANDELARIA,2021,3,9,28.783901105608273,83.17089298793248,2.0
CANDELARIA,2021,3,10,28.748648943219887,84.05036163330078,5.172857414398875
CANDELARIA,2021,3,11,28.38878130231587,84.2440425327846,8.484285718628339
CANDELARIA,2021,3,12,28.658375767299127,85.41879163469586,4.489999996764319
CANDELARIA,2021,4,13,29.844681222098234,79.78861890520368,5.027142856802259
CANDELARIA,2021,4,14,27.980678449358276,86.46914781842914,5.534285621983664
CANDELARIA,2021,4,15,27.809243774414078,89.94522421700614,3.4957142642566135
CANDELARIA,2021,4,16,28.310324968610505,88.27191707066127,4.491428545543125
CANDELARIA,2021,5,17,28.124769374302474,88.22838374546596,9.338571395192828
CANDELARIA,2021,5,18,27.384781319754488,89.25418635777065,7.210000038146973
CANDELARIA,2021,5,19,28.44740556989399,87.83338165283203,3.9642856972558156
CANDELARIA,2021,5,20,28.72445068359377,87.56172616141183,7.952857204845974
CANDELARIA,2021,6,21,28.586805507114978,88.8706294468471,5.638571517808097
CANDELARIA,2021,6,22,27.841694859096002,89.93326023646763,8.381428565297808
CANDELARIA,2021,6,23,27.465155901227696,91.03357478550502,9.555714164461408
CANDELARIA,2021,6,24,27.565098789760068,90.5950949532645,6.961428667817797
CANDELARIA,2021,7,25,27.527995954241085,90.37189701625279,6.568571414266314
CANDELARIA,2021,7,26,27.51586739676341,91.36689758300781,8.017142840794154
CANDELARIA,2021,7,27,27.889260864257828,91.32570321219308,5.328571472849164
CANDELARIA,2021,7,28,27.668984985351585,91.7388676234654,6.965714380677257
CANDELARIA,2021,8,29,28.851294817243325,89.03071812220982,1.7885714705501283
CANDELARIA,2021,8,30,27.39377746582033,90.956301007952,6.859999920640673
CANDELARIA,2021,8,31,28.141702270507835,91.3626708984375,5.967142990657261
CANDELARIA,2021,8,32,27.939835030691984,91.73044041224888,7.087142850671496
CANDELARIA,2021,9,33,26.997574288504488,92.92251477922711,13.595714228493827
CANDELARIA,2021,9,34,26.802370779854932,93.69451686314174,11.188571453094482
CANDELARIA,2021,9,35,26.512695748465426,94.89939335414341,10.818571160946574
CANDELARIA,2021,9,36,26.77261396135605,94.97965349469867,9.542856931686401
CANDELARIA,2021,10,37,26.813119506835957,94.12065778459821,6.328571370669773
CANDELARIA,2021,10,38,27.05972115652904,93.44813537597656,3.7585713916591237
CANDELARIA,2021,10,39,27.18472987583707,93.45938001360211,7.721428505011967
CANDELARIA,2021,10,40,27.15258614676341,93.57534572056362,6.478571517126901
CANDELARIA,2021,11,41,26.70646929059712,93.0653305053711,7.622857213020325
CANDELARIA,2021,11,42,26.820862252371672,93.39239392961774,7.189999920981271
CANDELARIA,2021,11,43,26.78902587890627,93.98367745535714,9.088571327073234
CANDELARIA,2021,11,44,25.85866699218752,93.0847396850586,8.058571423803057
CANDELARIA,2021,12,45,26.924356079101585,93.41949571881976,0.961428593311991
CANDELARIA,2021,12,46,27.453735787527926,93.66983795166016,7.905714290482657
CANDELARIA,2021,12,47,26.83400660923551,92.64716448102679,6.3542857851300925
CANDELARIA,2021,12,48,26.68069501604355,93.45763288225446,7.25428569316864
CANDELARIA,2021,13,49,27.97264360700337,92.05848148890904,4.714285714285714
CANDELARIA,2021,13,50,27.741431535993314,91.13432856968471,1.9085714306150163
CANDELARIA,2021,13,51,27.693438284737745,90.79937526157924,2.4457143199230944
CANDELARIA,2021,13,52,27.93838326590403,91.45993150983539,5.825714285884585
CANDELARIA,2021,14,53,27.468377685546898,89.41985321044922,0.0
CANDELARIA,2022,1,1,27.99907400948663,90.22519247872489,0.0
CANDELARIA,2022,1,2,27.41066894531252,90.41125052315849,4.321428843906948
CANDELARIA,2022,1,3,28.11904732840404,88.54334150041852,7.428571428571429
CANDELARIA,2022,1,4,28.00601239885604,88.63115692138672,16.857142857142858
CANDELARIA,2022,2,5,27.932728794642877,88.62025233677456,7.285714285714286
CANDELARIA,2022,2,6,28.06744864327569,88.42157200404576,2.11428570321628
CANDELARIA,2022,2,7,28.645686994280144,85.60338919503349,1.114285715988704
CANDELARIA,2022,2,8,28.35937761579243,83.53998238699776,2.301428571343422
CANDELARIA,2022,3,9,28.28905203683038,85.96859959193638,2.815714300743171
CANDELARIA,2022,3,10,28.386039079938637,88.02491324288505,1.370000000510897
CANDELARIA,2022,3,11,28.820428466796898,86.30594199044364,8.73428570159844
CANDELARIA,2022,3,12,29.290327235630603,84.14419119698661,8.88142857168402
CANDELARIA,2022,4,13,29.111605398995554,84.05196925571987,2.8057142230016843
CANDELARIA,2022,4,14,28.344879586356047,87.88106100899833,6.380000080381121
CANDELARIA,2022,4,15,28.8728227887835,85.65053449358258,7.25428569316864
CANDELARIA,2022,4,16,27.664758300781266,89.41368756975446,11.874285697937012
CANDELARIA,2022,5,17,27.750737217494443,89.7014912196568,5.968571424484253
CANDELARIA,2022,5,18,28.038975742885068,89.86163875034877,7.198571426527841
CANDELARIA,2022,5,19,27.72534005301341,91.2497329711914,6.645714206354959
CANDELARIA,2022,5,20,27.818514578683057,90.78554316929409,6.038571493966239
CANDELARIA,2022,6,21,28.196958705357165,90.58925410679409,5.418571438108172
CANDELARIA,2022,6,22,27.761335536411853,91.56009456089565,7.955714430127825
CANDELARIA,2022,6,23,26.99677647181921,92.0790786743164,14.124286004475184
CANDELARIA,2022,6,24,26.889025442940863,92.20551082066127,11.74857132775443
CANDELARIA,2022,7,25,27.104730224609394,93.36661420549665,12.020000100135803
CANDELARIA,2022,7,26,26.920569719587075,93.15566907610211,5.950000034911292
CANDELARIA,2022,7,27,27.983272443498908,93.10776083809989,6.277142899377005
CANDELARIA,2022,7,28,27.830037144252255,92.52467346191406,5.964285739830562
CANDELARIA,2022,8,29,27.915359933035734,92.93661499023438,6.002857191222055
CANDELARIA,2022,8,30,27.520569283621672,93.61594935825893,8.807142696210317
CANDELARIA,2022,8,31,27.78565150669645,92.86189705984933,17.445714269365585
CANDELARIA,2022,8,32,27.9905705043248,93.2281723022461,7.137142930712018
CANDELARIA,2022,9,33,27.59941580636163,94.39114161900112,13.442857333592006
CANDELARIA,2022,9,34,27.31282741001676,94.12361471993583,8.674285484211785
CANDELARIA,2022,9,35,27.32347368512836,94.40089307512555,6.841428450175694
CANDELARIA,2022,9,36,27.678216552734398,94.30130549839565,7.0799998215266635
CANDELARIA,2022,10,37,27.213076346261175,93.8109621320452,8.527142695018224
CANDELARIA,2022,10,38,26.486890956333728,94.02051217215401,8.7842857837677
CANDELARIA,2022,10,39,27.03006896972658,94.25637817382812,5.335714306150164
CANDELARIA,2022,10,40,26.976787458147346,93.97981371198382,13.794285518250295
CANDELARIA,2022,11,41,26.695940726143995,94.3824691772461,6.501428604125977
CANDELARIA,2022,11,42,26.78515450613841,95.5042953491211,9.348571368626185
CANDELARIA,2022,11,43,26.272210693359398,94.31650761195591,6.365714141300747
CANDELARIA,2022,11,44,26.37321951729913,94.40486363002232,8.28000007356916
CANDELARIA,2022,12,45,25.514256504603818,94.68588692801339,11.834285599844796
CANDELARIA,2022,12,46,26.150484793526807,94.62056841169085,9.405714307512556
CANDELARIA,2022,12,47,26.692592511858283,93.7352044241769,5.171428554824421
CANDELARIA,2022,12,48,26.316544015066984,93.40614100864956,5.292857097727912
CANDELARIA,2022,13,49,26.149739292689752,93.65845271519252,6.017142856759684
CANDELARIA,2022,13,50,27.076941789899575,92.94474138532367,5.114285710666861
CANDELARIA,2022,13,51,27.893071201869443,90.05013493129185,0.0
CANDELARIA,2022,13,52,27.454500906808054,90.20174625941685,0.42857142857142855
CANDELARIA,2022,14,53,28.0580993652344,93.97499084472656,5.0
CANDELARIA,2023,1,1,27.433312988281273,92.62738800048828,1.7885714279753822
CANDELARIA,2023,1,2,27.39902212960381,90.80228751046317,2.2928571243371283
CANDELARIA,2023,1,3,27.556830705915193,90.59777941022601,4.428571428571429
CANDELARIA,2023,1,4,28.400774710518995,83.9894529070173,0.0
CANDELARIA,2023,2,5,27.633144269670776,85.61210087367466,0.14285714285714285
CANDELARIA,2023,2,6,28.596174403599353,82.64556666782924,0.2857142857142857
CANDELARIA,2023,2,7,28.678358241489974,82.80045863560268,4.719999999872276
CANDELARIA,2023,2,8,28.023015049525693,82.25493512834821,0.0
CANDELARIA,2023,3,9,28.447776140485512,85.56860678536552,0.0014285713966403573
CANDELARIA,2023,3,10,28.026670619419665,85.77943420410156,0.635714298912457
CANDELARIA,2023,3,11,27.822218104771228,88.42306736537388,11.068571397236415
CANDELARIA,2023,3,12,28.265597098214304,86.5135476248605,0.3014285777296339
CANDELARIA,2023,4,13,28.96386544363841,82.91766466413226,8.590000135557991
CANDELARIA,2023,4,14,29.22160600934712,82.41922542027065,2.6842857045786723
CANDELARIA,2023,4,15,29.159136526925238,84.66995457240513,3.961428572024618
CANDELARIA,2023,4,16,27.78889726911274,87.43014308384487,11.292857298893589
CANDELARIA,2023,5,17,28.613998849051363,88.6358402797154,2.760000013879367
CANDELARIA,2023,5,18,29.15956813267301,88.01689801897321,2.8871428540774753
CANDELARIA,2023,5,19,29.789830235072564,85.94087873186383,1.434285725333861
CANDELARIA,2023,5,20,28.842318289620557,89.08035278320312,14.622857021433967
CANDELARIA,2023,6,21,28.164169747488863,90.75119018554688,8.958571519170489
CANDELARIA,2023,6,22,28.14654802594868,91.98172977992466,10.572857090405055
CANDELARIA,2023,6,23,27.85417436872212,91.02163369315011,9.7771429674966
CANDELARIA,2023,6,24,28.943745640346005,90.8846413748605,4.447142941611154
CANDELARIA,2023,7,25,29.547553362165196,89.9084712437221,6.33857136964798
CANDELARIA,2023,7,26,28.753902326311408,90.8781008039202,11.3671427326543
CANDELARIA,2023,7,27,27.928358241489978,92.33538600376674,8.855714218957084
CANDELARIA,2023,7,28,28.855940028599353,91.69259970528739,2.2157142843518938
CANDELARIA,2023,8,29,29.84694606236051,88.5732661655971,2.9499999936670065
CANDELARIA,2023,8,30,29.21694989885605,89.91154370989118,6.26571431436709
CANDELARIA,2023,8,31,29.436781093052478,91.4574454171317,2.9642857164144516
CANDELARIA,2023,8,32,29.021303885323682,92.5460957118443,4.875714182853699
CANDELARIA,2023,9,33,28.438211059570335,91.65761239188058,5.147142818995884
CANDELARIA,2023,9,34,27.91441388811386,93.27587018694196,9.444285729101725
CANDELARIA,2023,9,35,29.263953508649575,92.50764574323382,5.290000006556511
CANDELARIA,2023,9,36,28.14778834751676,94.14160919189453,5.582857148987906
CANDELARIA,2023,10,37,28.37590288434712,93.64678519112724,3.731428623199463
CANDELARIA,2023,10,38,28.564069911411853,93.05187443324498,5.492857226303646
CANDELARIA,2023,10,39,28.23763209751676,93.89817592075893,4.987142852374485
CANDELARIA,2023,10,40,27.522034127371676,94.56636919294085,12.608571342059545
CANDELARIA,2023,11,41,27.674151175362738,93.79815128871373,4.530000005449567
CANDELARIA,2023,11,42,27.869723074776804,93.43418557303292,3.9757141726357594
CANDELARIA,2023,11,43,27.15848693847658,93.12772696358817,14.212857178279332
CANDELARIA,2023,11,44,26.53400573730471,95.28171103341239,11.53285721370152
CANDELARIA,2023,12,45,27.876436941964307,93.70456259591239,4.0985714090721945
CANDELARIA,2023,12,46,27.46339024135047,93.38402557373047,6.22428572177887
CANDELARIA,2023,12,47,26.827637154715422,93.72550310407367,6.922857289867742
CANDELARIA,2023,12,48,27.832951572963193,92.23899950299945,1.4671428544180733
CANDELARIA,2023,13,49,28.430967494419665,89.81598881312779,6.571428571428571
CANDELARIA,2023,13,50,29.000881086077026,87.55230821881976,5.824285715818405
CANDELARIA,2023,13,51,28.430147879464304,89.93297249930245,15.567142852715083
CANDELARIA,2023,13,52,28.735197230747787,89.6465334211077,3.62428571496691
CANDELARIA,2023,14,53,28.35212097167971,92.90411376953124,0.8799999952316284
GALAPA,2017,1,1,26.852336774553596,87.15663364955357,0.0
GALAPA,2017,1,2,26.465138462611627,85.01706804547992,0.0
GALAPA,2017,1,3,26.253911045619436,87.12952750069755,1.7142857142857142
GALAPA,2017,1,4,26.76968209402904,87.67743464878627,0.14285714285714285
GALAPA,2017,2,5,27.266791643415196,85.75749860491071,0.0
GALAPA,2017,2,6,27.212492152622787,84.18433598109654,0.14285714285714285
GALAPA,2017,2,7,26.79590759277346,86.83827645438058,7.857142857142857
GALAPA,2017,2,8,26.899135480608276,85.51811218261719,3.7142857142857144
GALAPA,2017,3,9,27.456909615652922,82.93999917166573,0.0
GALAPA,2017,3,10,27.235428292410734,83.8606937953404,0.1442857129233224
GALAPA,2017,3,11,27.284271676199797,85.9423337663923,1.3200000460658754
GALAPA,2017,3,12,27.253592790876127,86.23453303745815,3.3571428627307927
GALAPA,2017,4,13,27.926548985072568,86.8964375087193,3.375714294080223
GALAPA,2017,4,14,28.699794660295783,83.71833038330078,3.7185714284756353
GALAPA,2017,4,15,28.083420235770102,84.0790045601981,0.13571428614003314
GALAPA,2017,4,16,28.018029785156262,88.27501133510044,5.670000076293945
GALAPA,2017,5,17,28.62814810616631,88.86648777553013,1.935714268790824
GALAPA,2017,5,18,27.9763144356864,89.01988111223493,9.718571471316475
GALAPA,2017,5,19,27.503069632393995,90.31316157749721,18.037142651421682
GALAPA,2017,5,20,28.301089041573682,88.29162052699498,6.76571414832558
GALAPA,2017,6,21,28.273590523856047,88.33617837088448,5.969999994550433
GALAPA,2017,6,22,28.280707659040196,87.27501242501395,2.277142822742462
GALAPA,2017,6,23,27.93672441755024,90.58756256103516,5.634285759180784
GALAPA,2017,6,24,27.458644757952023,90.54786137172154,13.284285817827497
GALAPA,2017,7,25,27.705839320591537,89.82681274414062,8.13999993460519
GALAPA,2017,7,26,27.868986293247783,89.98687417166573,4.082857063838413
GALAPA,2017,7,27,27.95551670619421,89.71006665910993,0.6499999958489623
GALAPA,2017,7,28,27.423981148856047,91.62396349225726,5.687142955405371
GALAPA,2017,8,29,27.527544730050245,91.4933831351144,3.358571371329682
GALAPA,2017,8,30,27.888273402622783,90.80106026785714,3.852857142686844
GALAPA,2017,8,31,26.784225899832602,92.99354771205357,10.69714310339519
GALAPA,2017,8,32,27.4163037981306,93.03027670724052,7.8799998589924405
GALAPA,2017,9,33,27.391503906250023,92.79506465366909,5.007142973797662
GALAPA,2017,9,34,27.069787597656262,94.21967315673828,6.37714283806937
GALAPA,2017,9,35,27.342237636021224,93.1078632899693,6.518571485898325
GALAPA,2017,9,36,27.037026977539085,94.32488468715123,7.277142933436802
GALAPA,2017,10,37,27.150070626395102,93.55813816615513,6.622857178960528
GALAPA,2017,10,38,27.369016810825908,94.30198669433594,5.068571397236416
GALAPA,2017,10,39,27.113063703264523,93.18748583112445,13.704285417284284
GALAPA,2017,10,40,26.730957467215426,93.36597333635602,13.445714439664568
GALAPA,2017,11,41,27.490045166015648,91.36342947823661,2.705714253442628
GALAPA,2017,11,42,27.82279575892859,92.46337781633649,3.151428504713944
GALAPA,2017,11,43,26.760182407924127,94.12609100341797,11.549999782017299
GALAPA,2017,11,44,26.98181849888395,90.71474892752511,2.925714272739632
GALAPA,2017,12,45,26.675613839285734,92.83798326764789,7.677142943654742
GALAPA,2017,12,46,26.457140677315866,92.70078604561942,9.867142609187535
GALAPA,2017,12,47,26.75307617187502,92.16519492013114,5.645714257444654
GALAPA,2017,12,48,27.61077488490515,89.4562258039202,6.710000272308077
GALAPA,2017,13,49,27.523213413783505,88.86573573521206,2.6199999856097356
GALAPA,2017,13,50,27.245839146205377,88.214357648577,3.0485714333398
GALAPA,2017,13,51,27.47239510672435,84.54198019845145,0.0
GALAPA,2017,13,52,26.827000645228818,87.8349108014788,0.21571428009441918
GALAPA,2017,14,53,26.670556640625023,88.37655639648438,0.270000010728836
GALAPA,2018,1,1,26.859722028459846,90.40381186349052,2.0171428535665785
GALAPA,2018,1,2,27.210501970563637,88.49478149414062,0.8628571586949485
GALAPA,2018,1,3,27.57373526436944,85.85666765485492,0.04857142828404902
GALAPA,2018,1,4,27.697327096121676,84.4795891898019,0.0
GALAPA,2018,2,5,27.203219168526804,84.27653176443917,0.0
GALAPA,2018,2,6,27.027304949079262,83.33755929129464,0.0
GALAPA,2018,2,7,26.629667445591537,83.88441903250558,0.0
GALAPA,2018,2,8,26.428236171177474,82.79119655064174,0.0
GALAPA,2018,3,9,26.17519967215404,86.88146645682198,0.0014285713966403573
GALAPA,2018,3,10,27.465620204380603,85.40624237060547,0.014285714498588014
GALAPA,2018,3,11,27.764084298270113,86.67250061035156,0.09285714131380826
GALAPA,2018,3,12,27.481160191127252,83.7964586530413,0.0628571438470057
GALAPA,2018,4,13,27.199023001534613,84.36776188441685,0.020000000085149485
GALAPA,2018,4,14,27.337492152622787,86.50982992989677,1.3528571405581065
GALAPA,2018,4,15,27.496427699497783,87.49661690848214,2.487142977969987
GALAPA,2018,4,16,28.03824332101006,85.92753165108817,1.219999990292958
GALAPA,2018,5,17,27.75172685895649,89.00014059884208,3.7942857146263123
GALAPA,2018,5,18,27.569737461635064,88.65210832868304,6.058571369786348
GALAPA,2018,5,19,27.490773228236627,89.29953983851841,10.064285797732216
GALAPA,2018,5,20,27.441145106724353,89.29627227783203,9.462857178279332
GALAPA,2018,6,21,27.564839390346002,90.34100014822823,9.771428516932897
GALAPA,2018,6,22,28.05754350934712,89.12464795793805,4.722857236862183
GALAPA,2018,6,23,28.150829206194214,88.92540087018695,2.352857109159231
GALAPA,2018,6,24,27.699437168666314,90.02041952950614,5.85999994618552
GALAPA,2018,7,25,27.497179739815866,90.67269461495536,4.421428433486393
GALAPA,2018,7,26,27.39909842354913,90.33222416469029,2.5928571947983334
GALAPA,2018,7,27,27.352515520368325,90.60438646589007,0.7014285876814809
GALAPA,2018,7,28,27.478221784319214,90.56280081612724,0.9571428823151759
GALAPA,2018,8,29,27.351201084681943,90.90673937116351,0.41000001451798845
GALAPA,2018,8,30,26.678031267438637,94.29760851178851,5.9199999911444525
GALAPA,2018,8,31,26.94890965053015,92.2292949131557,4.570000043937138
GALAPA,2018,8,32,27.545898873465426,90.58233424595424,0.05714285719607554
GALAPA,2018,9,33,26.941629028320335,92.4748306274414,2.567142869744982
GALAPA,2018,9,34,27.365801565987738,92.22830745152065,1.8671428646360124
GALAPA,2018,9,35,27.204067121233283,92.8584954398019,3.0671428782599315
GALAPA,2018,9,36,26.77720249720984,94.87654876708984,11.297142829213824
GALAPA,2018,10,37,26.84729265485493,94.34481593540737,8.065714223044258
GALAPA,2018,10,38,27.46106654575895,93.33142198835101,4.810000002384186
GALAPA,2018,10,39,27.141104997907387,91.57914515904018,9.015714262213026
GALAPA,2018,10,40,26.57100176130024,94.95996202741351,11.334285599844796
GALAPA,2018,11,41,26.355220685686408,92.53313228062221,10.034285741192955
GALAPA,2018,11,42,26.821646990094887,92.24360983712333,4.561428578836577
GALAPA,2018,11,43,26.946514020647346,92.42176927839007,3.619999953678676
GALAPA,2018,11,44,26.960366821289085,91.42428806849888,5.672857049320426
GALAPA,2018,12,45,27.016734967912964,91.55346352713448,2.1200000353689705
GALAPA,2018,12,46,27.321810477120554,91.63513728550502,3.105714295325534
GALAPA,2018,12,47,27.160721261160734,91.06545911516461,0.9842857228858131
GALAPA,2018,12,48,26.927699933733273,90.3586186000279,1.1928571124694176
GALAPA,2018,13,49,26.849888828822564,88.08712768554688,0.0
GALAPA,2018,13,50,27.003797694614978,88.08249773297992,0.0
GALAPA,2018,13,51,26.715992954799127,89.65584237234933,0.04142857023647852
GALAPA,2018,13,52,26.68417401994979,84.08450426374164,0.0
GALAPA,2018,14,53,26.55945739746096,82.7316665649414,0.0
GALAPA,2019,1,1,26.384670148577033,85.9582268851144,0.0
GALAPA,2019,1,2,26.439338030133946,87.08826664515904,0.3385714305830853
GALAPA,2019,1,3,26.47583487374444,86.72945840018136,0.0
GALAPA,2019,1,4,26.851135689871658,86.29334694998605,1.0
GALAPA,2019,2,5,26.781311471121676,85.7826156616211,0.0
GALAPA,2019,2,6,26.733669172014533,84.14845602852958,0.0
GALAPA,2019,2,7,27.13913661411832,87.96043504987445,0.34999999962747097
GALAPA,2019,2,8,27.220659964425245,83.75548553466797,0.06285714251654488
GALAPA,2019,3,9,26.98961356026788,85.01927185058594,0.08142856987459317
GALAPA,2019,3,10,26.84522835867747,85.27527836390904,0.0
GALAPA,2019,3,11,26.914989362444206,85.02379499162946,0.0
GALAPA,2019,3,12,26.96900111607145,86.71353694370815,0.48285712621041704
GALAPA,2019,4,13,27.369173758370557,86.98255266462054,0.03142857152436458
GALAPA,2019,4,14,27.942446463448682,83.60261753627232,0.7657142861613205
GALAPA,2019,4,15,27.759639630998908,87.56837899344308,2.5971428837094988
