municipio,año,fecha,precipitacion
LURUACO,2017,2017-12-14,0.0
MALAMBO,2017,2017-12-14,0.0
MANATÍ,2017,2017-12-14,0.0
PALMAR DE VARELA,2017,2017-12-14,0.0
PIOJÓ,2017,2017-12-14,0.0
POLONUEVO,2017,2017-12-14,0.0
PONEDERA,2017,2017-12-14,0.0
PUERTO COLOMBIA,2017,2017-12-14,0.0
REPELÓN,2017,2017-12-14,0.0
SABANAGRANDE,2017,2017-12-14,0.0
SABANALARGA,2017,2017-12-14,0.0
SANTA LUCÍA,2017,2017-12-14,0.0
SANTO TOMÁS,2017,2017-12-14,0.0
SOLEDAD,2017,2017-12-14,0.0
SUAN,2017,2017-12-14,0.0
TUBARÁ,2017,2017-12-14,0.0
USIACURÍ,2017,2017-12-14,0.0
BARRANQUILLA,2017,2017-12-15,0.0
BARANOA,2017,2017-12-15,0.0
CAMPO DE LA CRUZ,2017,2017-12-15,0.0
CANDELARIA,2017,2017-12-15,0.0
GALAPA,2017,2017-12-15,0.0
JUAN DE ACOSTA,2017,2017-12-15,1.0
LURUACO,2017,2017-12-15,0.5
MALAMBO,2017,2017-12-15,0.0
MANATÍ,2017,2017-12-15,1.0
PALMAR DE VARELA,2017,2017-12-15,0.0
PIOJÓ,2017,2017-12-15,0.3333333333333333
POLONUEVO,2017,2017-12-15,0.0
PONEDERA,2017,2017-12-15,0.0
PUERTO COLOMBIA,2017,2017-12-15,0.0
REPELÓN,2017,2017-12-15,0.5
SABANAGRANDE,2017,2017-12-15,0.0
SABANALARGA,2017,2017-12-15,0.5
SANTA LUCÍA,2017,2017-12-15,0.3333333333333333
SANTO TOMÁS,2017,2017-12-15,0.0
SOLEDAD,2017,2017-12-15,0.0
SUAN,2017,2017-12-15,0.0
TUBARÁ,2017,2017-12-15,0.0
USIACURÍ,2017,2017-12-15,0.5
BARRANQUILLA,2017,2017-12-16,0.0
BARANOA,2017,2017-12-16,0.0
CAMPO DE LA CRUZ,2017,2017-12-16,0.0
CANDELARIA,2017,2017-12-16,0.0
GALAPA,2017,2017-12-16,0.0
JUAN DE ACOSTA,2017,2017-12-16,0.0
LURUACO,2017,2017-12-16,0.0
MALAMBO,2017,2017-12-16,0.0
MANATÍ,2017,2017-12-16,0.0
PALMAR DE VARELA,2017,2017-12-16,0.0
PIOJÓ,2017,2017-12-16,0.0
POLONUEVO,2017,2017-12-16,0.0
PONEDERA,2017,2017-12-16,0.0
PUERTO COLOMBIA,2017,2017-12-16,0.0
REPELÓN,2017,2017-12-16,0.0
SABANAGRANDE,2017,2017-12-16,0.0
SABANALARGA,2017,2017-12-16,0.0
SANTA LUCÍA,2017,2017-12-16,0.0
SANTO TOMÁS,2017,2017-12-16,0.0
SOLEDAD,2017,2017-12-16,0.0
SUAN,2017,2017-12-16,0.0
TUBARÁ,2017,2017-12-16,0.0
USIACURÍ,2017,2017-12-16,0.0
BARRANQUILLA,2017,2017-12-17,0.0
BARANOA,2017,2017-12-17,0.0
CAMPO DE LA CRUZ,2017,2017-12-17,0.0
CANDELARIA,2017,2017-12-17,0.0
GALAPA,2017,2017-12-17,0.0
JUAN DE ACOSTA,2017,2017-12-17,0.0
LURUACO,2017,2017-12-17,0.0
MALAMBO,2017,2017-12-17,0.0
MANATÍ,2017,2017-12-17,0.0
PALMAR DE VARELA,2017,2017-12-17,0.0
PIOJÓ,2017,2017-12-17,0.0
POLONUEVO,2017,2017-12-17,0.0
PONEDERA,2017,2017-12-17,0.0
PUERTO COLOMBIA,2017,2017-12-17,0.0
REPELÓN,2017,2017-12-17,0.0
SABANAGRANDE,2017,2017-12-17,0.0
SABANALARGA,2017,2017-12-17,0.0
SANTA LUCÍA,2017,2017-12-17,0.0
SANTO TOMÁS,2017,2017-12-17,0.0
SOLEDAD,2017,2017-12-17,0.0
SUAN,2017,2017-12-17,0.0
TUBARÁ,2017,2017-12-17,0.0
USIACURÍ,2017,2017-12-17,0.0
BARRANQUILLA,2017,2017-12-18,0.0
BARANOA,2017,2017-12-18,0.0
CAMPO DE LA CRUZ,2017,2017-12-18,0.0
CANDELARIA,2017,2017-12-18,0.0
GALAPA,2017,2017-12-18,0.0
JUAN DE ACOSTA,2017,2017-12-18,0.0
LURUACO,2017,2017-12-18,0.0
MALAMBO,2017,2017-12-18,0.0
MANATÍ,2017,2017-12-18,0.0
PALMAR DE VARELA,2017,2017-12-18,0.0
PIOJÓ,2017,2017-12-18,0.0
POLONUEVO,2017,2017-12-18,0.0
PONEDERA,2017,2017-12-18,0.0
PUERTO COLOMBIA,2017,2017-12-18,0.0
REPELÓN,2017,2017-12-18,0.0
SABANAGRANDE,2017,2017-12-18,0.0
SABANALARGA,2017,2017-12-18,0.0
SANTA LUCÍA,2017,2017-12-18,0.0
SANTO TOMÁS,2017,2017-12-18,0.0
SOLEDAD,2017,2017-12-18,0.0
SUAN,2017,2017-12-18,0.0
TUBARÁ,2017,2017-12-18,0.0
USIACURÍ,2017,2017-12-18,0.0
BARRANQUILLA,2017,2017-12-19,0.0
BARANOA,2017,2017-12-19,3.0
CAMPO DE LA CRUZ,2017,2017-12-19,3.0
CANDELARIA,2017,2017-12-19,3.0
GALAPA,2017,2017-12-19,0.0
JUAN DE ACOSTA,2017,2017-12-19,0.0
LURUACO,2017,2017-12-19,0.0
MALAMBO,2017,2017-12-19,1.0
MANATÍ,2017,2017-12-19,0.0
PALMAR DE VARELA,2017,2017-12-19,3.0
PIOJÓ,2017,2017-12-19,0.0
POLONUEVO,2017,2017-12-19,3.0
PONEDERA,2017,2017-12-19,3.0
PUERTO COLOMBIA,2017,2017-12-19,0.0
REPELÓN,2017,2017-12-19,0.0
SABANAGRANDE,2017,2017-12-19,3.0
SABANALARGA,2017,2017-12-19,1.5
SANTA LUCÍA,2017,2017-12-19,2.0
SANTO TOMÁS,2017,2017-12-19,3.0
SOLEDAD,2017,2017-12-19,0.0
SUAN,2017,2017-12-19,3.0
TUBARÁ,2017,2017-12-19,0.0
USIACURÍ,2017,2017-12-19,1.5
BARRANQUILLA,2017,2017-12-20,0.0
BARANOA,2017,2017-12-20,0.0
CAMPO DE LA CRUZ,2017,2017-12-20,0.0
CANDELARIA,2017,2017-12-20,0.0
GALAPA,2017,2017-12-20,0.0
JUAN DE ACOSTA,2017,2017-12-20,0.0
LURUACO,2017,2017-12-20,0.0
MALAMBO,2017,2017-12-20,0.0
MANATÍ,2017,2017-12-20,0.0
PALMAR DE VARELA,2017,2017-12-20,0.0
PIOJÓ,2017,2017-12-20,0.0
POLONUEVO,2017,2017-12-20,0.0
PONEDERA,2017,2017-12-20,0.0
PUERTO COLOMBIA,2017,2017-12-20,0.0
REPELÓN,2017,2017-12-20,0.0
SABANAGRANDE,2017,2017-12-20,0.0
SABANALARGA,2017,2017-12-20,0.0
SANTA LUCÍA,2017,2017-12-20,0.0
SANTO TOMÁS,2017,2017-12-20,0.0
SOLEDAD,2017,2017-12-20,0.0
SUAN,2017,2017-12-20,0.0
TUBARÁ,2017,2017-12-20,0.0
USIACURÍ,2017,2017-12-20,0.0
BARRANQUILLA,2017,2017-12-21,0.0
BARANOA,2017,2017-12-21,0.0
CAMPO DE LA CRUZ,2017,2017-12-21,0.0
CANDELARIA,2017,2017-12-21,0.0
GALAPA,2017,2017-12-21,0.0
JUAN DE ACOSTA,2017,2017-12-21,0.0
LURUACO,2017,2017-12-21,0.0
MALAMBO,2017,2017-12-21,0.0
MANATÍ,2017,2017-12-21,0.0
PALMAR DE VARELA,2017,2017-12-21,0.0
PIOJÓ,2017,2017-12-21,0.0
POLONUEVO,2017,2017-12-21,0.0
PONEDERA,2017,2017-12-21,0.0
PUERTO COLOMBIA,2017,2017-12-21,0.0
REPELÓN,2017,2017-12-21,0.0
SABANAGRANDE,2017,2017-12-21,0.0
SABANALARGA,2017,2017-12-21,0.0
SANTA LUCÍA,2017,2017-12-21,0.0
SANTO TOMÁS,2017,2017-12-21,0.0
SOLEDAD,2017,2017-12-21,0.0
SUAN,2017,2017-12-21,0.0
TUBARÁ,2017,2017-12-21,0.0
USIACURÍ,2017,2017-12-21,0.0
BARRANQUILLA,2017,2017-12-22,0.0
BARANOA,2017,2017-12-22,0.0
CAMPO DE LA CRUZ,2017,2017-12-22,0.0
CANDELARIA,2017,2017-12-22,0.0
GALAPA,2017,2017-12-22,0.0
JUAN DE ACOSTA,2017,2017-12-22,0.0
LURUACO,2017,2017-12-22,0.0
MALAMBO,2017,2017-12-22,0.0
MANATÍ,2017,2017-12-22,0.0
PALMAR DE VARELA,2017,2017-12-22,0.0
PIOJÓ,2017,2017-12-22,0.0
POLONUEVO,2017,2017-12-22,0.0
PONEDERA,2017,2017-12-22,0.0
PUERTO COLOMBIA,2017,2017-12-22,0.0
REPELÓN,2017,2017-12-22,0.0
SABANAGRANDE,2017,2017-12-22,0.0
SABANALARGA,2017,2017-12-22,0.0
SANTA LUCÍA,2017,2017-12-22,0.0
SANTO TOMÁS,2017,2017-12-22,0.0
SOLEDAD,2017,2017-12-22,0.0
SUAN,2017,2017-12-22,0.0
TUBARÁ,2017,2017-12-22,0.0
USIACURÍ,2017,2017-12-22,0.0
BARRANQUILLA,2017,2017-12-23,0.0
BARANOA,2017,2017-12-23,0.0
CAMPO DE LA CRUZ,2017,2017-12-23,0.0
CANDELARIA,2017,2017-12-23,0.0
GALAPA,2017,2017-12-23,0.0
JUAN DE ACOSTA,2017,2017-12-23,0.0
LURUACO,2017,2017-12-23,0.0
MALAMBO,2017,2017-12-23,0.0
MANATÍ,2017,2017-12-23,0.0
PALMAR DE VARELA,2017,2017-12-23,0.0
PIOJÓ,2017,2017-12-23,0.0
POLONUEVO,2017,2017-12-23,0.0
PONEDERA,2017,2017-12-23,0.0
PUERTO COLOMBIA,2017,2017-12-23,0.0
REPELÓN,2017,2017-12-23,0.0
SABANAGRANDE,2017,2017-12-23,0.0
SABANALARGA,2017,2017-12-23,0.0
SANTA LUCÍA,2017,2017-12-23,0.0
SANTO TOMÁS,2017,2017-12-23,0.0
SOLEDAD,2017,2017-12-23,0.0
SUAN,2017,2017-12-23,0.0
TUBARÁ,2017,2017-12-23,0.0
USIACURÍ,2017,2017-12-23,0.0
BARRANQUILLA,2017,2017-12-24,0.0
BARANOA,2017,2017-12-24,0.0
CAMPO DE LA CRUZ,2017,2017-12-24,0.0
CANDELARIA,2017,2017-12-24,0.0
GALAPA,2017,2017-12-24,0.0
JUAN DE ACOSTA,2017,2017-12-24,0.0
LURUACO,2017,2017-12-24,0.0
MALAMBO,2017,2017-12-24,0.0
MANATÍ,2017,2017-12-24,0.0
PALMAR DE VARELA,2017,2017-12-24,0.0
PIOJÓ,2017,2017-12-24,0.0
POLONUEVO,2017,2017-12-24,0.0
PONEDERA,2017,2017-12-24,0.0
PUERTO COLOMBIA,2017,2017-12-24,0.0
REPELÓN,2017,2017-12-24,0.0
SABANAGRANDE,2017,2017-12-24,0.0
SABANALARGA,2017,2017-12-24,0.0
SANTA LUCÍA,2017,2017-12-24,0.0
SANTO TOMÁS,2017,2017-12-24,0.0
SOLEDAD,2017,2017-12-24,0.0
SUAN,2017,2017-12-24,0.0
TUBARÁ,2017,2017-12-24,0.0
USIACURÍ,2017,2017-12-24,0.0
BARRANQUILLA,2017,2017-12-25,0.0
BARANOA,2017,2017-12-25,11.0
CAMPO DE LA CRUZ,2017,2017-12-25,13.0
CANDELARIA,2017,2017-12-25,13.0
GALAPA,2017,2017-12-25,0.0
JUAN DE ACOSTA,2017,2017-12-25,6.0
LURUACO,2017,2017-12-25,3.0
MALAMBO,2017,2017-12-25,3.6666666666666665
MANATÍ,2017,2017-12-25,17.0
PALMAR DE VARELA,2017,2017-12-25,11.0
PIOJÓ,2017,2017-12-25,2.0
POLONUEVO,2017,2017-12-25,11.0
PONEDERA,2017,2017-12-25,12.0
PUERTO COLOMBIA,2017,2017-12-25,0.0
REPELÓN,2017,2017-12-25,8.5
SABANAGRANDE,2017,2017-12-25,11.0
SABANALARGA,2017,2017-12-25,8.5
SANTA LUCÍA,2017,2017-12-25,14.333333333333334
SANTO TOMÁS,2017,2017-12-25,11.0
SOLEDAD,2017,2017-12-25,0.0
SUAN,2017,2017-12-25,13.0
TUBARÁ,2017,2017-12-25,0.0
USIACURÍ,2017,2017-12-25,8.5
BARRANQUILLA,2017,2017-12-26,0.0
BARANOA,2017,2017-12-26,4.0
CAMPO DE LA CRUZ,2017,2017-12-26,5.0
CANDELARIA,2017,2017-12-26,5.0
GALAPA,2017,2017-12-26,0.0
JUAN DE ACOSTA,2017,2017-12-26,4.0
LURUACO,2017,2017-12-26,2.0
MALAMBO,2017,2017-12-26,1.3333333333333333
MANATÍ,2017,2017-12-26,10.0
PALMAR DE VARELA,2017,2017-12-26,4.0
PIOJÓ,2017,2017-12-26,1.3333333333333333
POLONUEVO,2017,2017-12-26,4.0
PONEDERA,2017,2017-12-26,4.5
PUERTO COLOMBIA,2017,2017-12-26,0.0
REPELÓN,2017,2017-12-26,5.0
SABANAGRANDE,2017,2017-12-26,4.0
SABANALARGA,2017,2017-12-26,4.0
SANTA LUCÍA,2017,2017-12-26,6.666666666666667
SANTO TOMÁS,2017,2017-12-26,4.0
SOLEDAD,2017,2017-12-26,0.0
SUAN,2017,2017-12-26,5.0
TUBARÁ,2017,2017-12-26,0.0
USIACURÍ,2017,2017-12-26,4.0
BARRANQUILLA,2017,2017-12-27,0.0
BARANOA,2017,2017-12-27,1.0
CAMPO DE LA CRUZ,2017,2017-12-27,1.0
CANDELARIA,2017,2017-12-27,1.0
GALAPA,2017,2017-12-27,0.0
JUAN DE ACOSTA,2017,2017-12-27,11.0
LURUACO,2017,2017-12-27,5.5
MALAMBO,2017,2017-12-27,0.3333333333333333
MANATÍ,2017,2017-12-27,12.0
PALMAR DE VARELA,2017,2017-12-27,1.0
PIOJÓ,2017,2017-12-27,3.6666666666666665
POLONUEVO,2017,2017-12-27,1.0
PONEDERA,2017,2017-12-27,1.0
PUERTO COLOMBIA,2017,2017-12-27,0.0
REPELÓN,2017,2017-12-27,6.0
SABANAGRANDE,2017,2017-12-27,1.0
SABANALARGA,2017,2017-12-27,6.0
SANTA LUCÍA,2017,2017-12-27,4.666666666666667
SANTO TOMÁS,2017,2017-12-27,1.0
SOLEDAD,2017,2017-12-27,0.0
SUAN,2017,2017-12-27,1.0
TUBARÁ,2017,2017-12-27,0.0
USIACURÍ,2017,2017-12-27,6.0
BARRANQUILLA,2017,2017-12-28,0.0
BARANOA,2017,2017-12-28,1.0
CAMPO DE LA CRUZ,2017,2017-12-28,1.0
CANDELARIA,2017,2017-12-28,1.0
GALAPA,2017,2017-12-28,0.0
JUAN DE ACOSTA,2017,2017-12-28,0.0
LURUACO,2017,2017-12-28,0.0
MALAMBO,2017,2017-12-28,0.3333333333333333
MANATÍ,2017,2017-12-28,1.0
PALMAR DE VARELA,2017,2017-12-28,1.0
PIOJÓ,2017,2017-12-28,0.0
POLONUEVO,2017,2017-12-28,1.0
PONEDERA,2017,2017-12-28,1.0
PUERTO COLOMBIA,2017,2017-12-28,0.0
REPELÓN,2017,2017-12-28,0.5
SABANAGRANDE,2017,2017-12-28,1.0
SABANALARGA,2017,2017-12-28,0.5
SANTA LUCÍA,2017,2017-12-28,1.0
SANTO TOMÁS,2017,2017-12-28,1.0
SOLEDAD,2017,2017-12-28,0.0
SUAN,2017,2017-12-28,1.0
TUBARÁ,2017,2017-12-28,0.0
USIACURÍ,2017,2017-12-28,0.5
BARRANQUILLA,2017,2017-12-29,1.0399999618530273
BARANOA,2017,2017-12-29,10.510000228881836
CAMPO DE LA CRUZ,2017,2017-12-29,13.680000305175781
CANDELARIA,2017,2017-12-29,13.680000305175781
GALAPA,2017,2017-12-29,1.0399999618530273
JUAN DE ACOSTA,2017,2017-12-29,3.8399999141693115
LURUACO,2017,2017-12-29,-4997.580078125
MALAMBO,2017,2017-12-29,4.196666717529297
MANATÍ,2017,2017-12-29,5.460000038146973
PALMAR DE VARELA,2017,2017-12-29,10.510000228881836
PIOJÓ,2017,2017-12-29,-6664.720052083333
POLONUEVO,2017,2017-12-29,10.510000228881836
PONEDERA,2017,2017-12-29,12.095000267028809
PUERTO COLOMBIA,2017,2017-12-29,1.0399999618530273
REPELÓN,2017,2017-12-29,-4996.77001953125
SABANAGRANDE,2017,2017-12-29,10.510000228881836
SABANALARGA,2017,2017-12-29,7.175000190734863
SANTA LUCÍA,2017,2017-12-29,10.940000216166178
SANTO TOMÁS,2017,2017-12-29,10.510000228881836
SOLEDAD,2017,2017-12-29,1.0399999618530273
SUAN,2017,2017-12-29,13.680000305175781
TUBARÁ,2017,2017-12-29,1.0099999904632568
USIACURÍ,2017,2017-12-29,7.175000111262004
BARRANQUILLA,2017,2017-12-30,0.4699999988079071
BARANOA,2017,2017-12-30,6.429999828338623
CAMPO DE LA CRUZ,2017,2017-12-30,6.980000019073486
CANDELARIA,2017,2017-12-30,6.980000019073486
GALAPA,2017,2017-12-30,0.4699999988079071
JUAN DE ACOSTA,2017,2017-12-30,1.8600000143051147
LURUACO,2017,2017-12-30,-4998.56982421875
MALAMBO,2017,2017-12-30,2.4566666086514792
MANATÍ,2017,2017-12-30,4.110000133514404
PALMAR DE VARELA,2017,2017-12-30,6.429999828338623
PIOJÓ,2017,2017-12-30,-6665.380208333333
POLONUEVO,2017,2017-12-30,6.429999828338623
PONEDERA,2017,2017-12-30,6.704999923706055
PUERTO COLOMBIA,2017,2017-12-30,0.4699999988079071
REPELÓN,2017,2017-12-30,-4997.44482421875
SABANAGRANDE,2017,2017-12-30,6.429999828338623
SABANALARGA,2017,2017-12-30,4.144999980926514
SANTA LUCÍA,2017,2017-12-30,6.023333390553792
SANTO TOMÁS,2017,2017-12-30,6.429999828338623
SOLEDAD,2017,2017-12-30,0.4699999988079071
SUAN,2017,2017-12-30,6.980000019073486
TUBARÁ,2017,2017-12-30,0.27000001072883606
USIACURÍ,2017,2017-12-30,4.1449999411900835
BARRANQUILLA,2017,2017-12-31,0.27000001072883606
BARANOA,2017,2017-12-31,2.4200000762939453
CAMPO DE LA CRUZ,2017,2017-12-31,2.4200000762939453
CANDELARIA,2017,2017-12-31,2.4200000762939453
GALAPA,2017,2017-12-31,0.27000001072883606
JUAN DE ACOSTA,2017,2017-12-31,0.8199999928474426
LURUACO,2017,2017-12-31,-4999.08984375
MALAMBO,2017,2017-12-31,0.9866666992505392
MANATÍ,2017,2017-12-31,1.3700000047683716
PALMAR DE VARELA,2017,2017-12-31,2.4200000762939453
PIOJÓ,2017,2017-12-31,-6665.7265625
POLONUEVO,2017,2017-12-31,2.4200000762939453
PONEDERA,2017,2017-12-31,2.4200000762939453
PUERTO COLOMBIA,2017,2017-12-31,0.27000001072883606
REPELÓN,2017,2017-12-31,-4998.81494140625
SABANAGRANDE,2017,2017-12-31,2.4200000762939453
SABANALARGA,2017,2017-12-31,1.6200000047683716
SANTA LUCÍA,2017,2017-12-31,2.0700000524520874
SANTO TOMÁS,2017,2017-12-31,2.4200000762939453
SOLEDAD,2017,2017-12-31,0.27000001072883606
SUAN,2017,2017-12-31,2.4200000762939453
TUBARÁ,2017,2017-12-31,0.25
USIACURÍ,2017,2017-12-31,1.6200000246365864
BARRANQUILLA,2018,2018-01-01,0.6800000071525574
BARANOA,2018,2018-01-01,6.679999828338623
CAMPO DE LA CRUZ,2018,2018-01-01,6.730000019073486
CANDELARIA,2018,2018-01-01,6.730000019073486
GALAPA,2018,2018-01-01,0.6800000071525574
JUAN DE ACOSTA,2018,2018-01-01,2.0999999046325684
LURUACO,2018,2018-01-01,-4998.4501953125
MALAMBO,2018,2018-01-01,2.6799999475479126
MANATÍ,2018,2018-01-01,3.700000047683716
PALMAR DE VARELA,2018,2018-01-01,6.679999828338623
PIOJÓ,2018,2018-01-01,-6665.300130208333
POLONUEVO,2018,2018-01-01,6.679999828338623
PONEDERA,2018,2018-01-01,6.704999923706055
PUERTO COLOMBIA,2018,2018-01-01,0.6800000071525574
REPELÓN,2018,2018-01-01,-4997.64990234375
SABANAGRANDE,2018,2018-01-01,6.679999828338623
SABANALARGA,2018,2018-01-01,4.389999866485596
SANTA LUCÍA,2018,2018-01-01,5.7200000286102295
SANTO TOMÁS,2018,2018-01-01,6.679999828338623
SOLEDAD,2018,2018-01-01,0.6800000071525574
SUAN,2018,2018-01-01,6.730000019073486
TUBARÁ,2018,2018-01-01,0.7300000190734863
USIACURÍ,2018,2018-01-01,4.389999866485596
BARRANQUILLA,2018,2018-01-02,2.0999999046325684
BARANOA,2018,2018-01-02,5.789999961853027
CAMPO DE LA CRUZ,2018,2018-01-02,4.420000076293945
CANDELARIA,2018,2018-01-02,4.420000076293945
GALAPA,2018,2018-01-02,2.0999999046325684
JUAN DE ACOSTA,2018,2018-01-02,3.7699999809265137
LURUACO,2018,2018-01-02,-4997.615234375
MALAMBO,2018,2018-01-02,3.3299999237060547
MANATÍ,2018,2018-01-02,4.690000057220459
PALMAR DE VARELA,2018,2018-01-02,5.789999961853027
PIOJÓ,2018,2018-01-02,-6664.743489583333
POLONUEVO,2018,2018-01-02,5.789999961853027
PONEDERA,2018,2018-01-02,5.105000019073486
PUERTO COLOMBIA,2018,2018-01-02,2.0999999046325684
REPELÓN,2018,2018-01-02,-4997.15478515625
SABANAGRANDE,2018,2018-01-02,5.789999961853027
SABANALARGA,2018,2018-01-02,4.779999732971191
SANTA LUCÍA,2018,2018-01-02,4.510000069936116
SANTO TOMÁS,2018,2018-01-02,5.789999961853027
SOLEDAD,2018,2018-01-02,2.0999999046325684
SUAN,2018,2018-01-02,4.420000076293945
TUBARÁ,2018,2018-01-02,1.4299999475479126
USIACURÍ,2018,2018-01-02,4.779999891916911
BARRANQUILLA,2018,2018-01-03,5.190000057220459
BARANOA,2018,2018-01-03,11.199999809265137
CAMPO DE LA CRUZ,2018,2018-01-03,7.519999980926514
CANDELARIA,2018,2018-01-03,7.519999980926514
GALAPA,2018,2018-01-03,5.190000057220459
JUAN DE ACOSTA,2018,2018-01-03,4.119999885559082
LURUACO,2018,2018-01-03,-4997.43994140625
MALAMBO,2018,2018-01-03,7.1933333079020185
MANATÍ,2018,2018-01-03,4.679999828338623
PALMAR DE VARELA,2018,2018-01-03,11.199999809265137
PIOJÓ,2018,2018-01-03,-6664.626953125
POLONUEVO,2018,2018-01-03,11.199999809265137
PONEDERA,2018,2018-01-03,9.359999656677246
PUERTO COLOMBIA,2018,2018-01-03,5.190000057220459
REPELÓN,2018,2018-01-03,-4997.16015625
SABANAGRANDE,2018,2018-01-03,11.199999809265137
SABANALARGA,2018,2018-01-03,7.659999847412109
SANTA LUCÍA,2018,2018-01-03,6.573333263397217
SANTO TOMÁS,2018,2018-01-03,11.199999809265137
SOLEDAD,2018,2018-01-03,5.190000057220459
SUAN,2018,2018-01-03,7.519999980926514
TUBARÁ,2018,2018-01-03,3.059999942779541
USIACURÍ,2018,2018-01-03,7.659999847412109
BARRANQUILLA,2018,2018-01-04,3.4700000286102295
BARANOA,2018,2018-01-04,7.71999979019165
CAMPO DE LA CRUZ,2018,2018-01-04,4.869999885559082
CANDELARIA,2018,2018-01-04,4.869999885559082
GALAPA,2018,2018-01-04,3.4700000286102295
JUAN DE ACOSTA,2018,2018-01-04,0.8399999737739563
LURUACO,2018,2018-01-04,-4999.080078125
MALAMBO,2018,2018-01-04,4.886666615804036
MANATÍ,2018,2018-01-04,1.1299999952316284
PALMAR DE VARELA,2018,2018-01-04,7.71999979019165
PIOJÓ,2018,2018-01-04,-6665.720052083333
POLONUEVO,2018,2018-01-04,7.71999979019165
PONEDERA,2018,2018-01-04,6.295000076293945
PUERTO COLOMBIA,2018,2018-01-04,3.4700000286102295
REPELÓN,2018,2018-01-04,-4998.93505859375
SABANAGRANDE,2018,2018-01-04,7.71999979019165
SABANALARGA,2018,2018-01-04,4.279999732971191
SANTA LUCÍA,2018,2018-01-04,3.6233332554499307
SANTO TOMÁS,2018,2018-01-04,7.71999979019165
SOLEDAD,2018,2018-01-04,3.4700000286102295
SUAN,2018,2018-01-04,4.869999885559082
TUBARÁ,2018,2018-01-04,0.49000000953674316
USIACURÍ,2018,2018-01-04,4.279999832312266
BARRANQUILLA,2018,2018-01-05,1.7899999618530273
BARANOA,2018,2018-01-05,8.109999656677246
CAMPO DE LA CRUZ,2018,2018-01-05,7.699999809265137
CANDELARIA,2018,2018-01-05,7.699999809265137
GALAPA,2018,2018-01-05,1.7899999618530273
JUAN DE ACOSTA,2018,2018-01-05,1.7699999809265137
LURUACO,2018,2018-01-05,-4998.615234375
MALAMBO,2018,2018-01-05,3.8966665267944336
MANATÍ,2018,2018-01-05,1.9900000095367432
PALMAR DE VARELA,2018,2018-01-05,8.109999656677246
PIOJÓ,2018,2018-01-05,-6665.41015625
POLONUEVO,2018,2018-01-05,8.109999656677246
PONEDERA,2018,2018-01-05,7.904999732971191
PUERTO COLOMBIA,2018,2018-01-05,1.7899999618530273
REPELÓN,2018,2018-01-05,-4998.5048828125
SABANAGRANDE,2018,2018-01-05,8.109999656677246
SABANALARGA,2018,2018-01-05,4.939999580383301
SANTA LUCÍA,2018,2018-01-05,5.796666542689006
SANTO TOMÁS,2018,2018-01-05,8.109999656677246
SOLEDAD,2018,2018-01-05,1.7899999618530273
SUAN,2018,2018-01-05,7.699999809265137
TUBARÁ,2018,2018-01-05,0.8500000238418579
USIACURÍ,2018,2018-01-05,4.9399997393290205
BARRANQUILLA,2018,2018-01-06,0.3499999940395355
BARANOA,2018,2018-01-06,0.8299999833106995
CAMPO DE LA CRUZ,2018,2018-01-06,0.550000011920929
CANDELARIA,2018,2018-01-06,0.550000011920929
GALAPA,2018,2018-01-06,0.3499999940395355
JUAN DE ACOSTA,2018,2018-01-06,0.8500000238418579
LURUACO,2018,2018-01-06,-4999.0751953125
MALAMBO,2018,2018-01-06,0.5099999904632568
MANATÍ,2018,2018-01-06,0.8299999833106995
PALMAR DE VARELA,2018,2018-01-06,0.8299999833106995
PIOJÓ,2018,2018-01-06,-6665.716796875
POLONUEVO,2018,2018-01-06,0.8299999833106995
PONEDERA,2018,2018-01-06,0.6899999976158142
PUERTO COLOMBIA,2018,2018-01-06,0.3499999940395355
REPELÓN,2018,2018-01-06,-4999.0849609375
SABANAGRANDE,2018,2018-01-06,0.8299999833106995
SABANALARGA,2018,2018-01-06,0.8400000333786011
SANTA LUCÍA,2018,2018-01-06,0.6433333357175192
SANTO TOMÁS,2018,2018-01-06,0.8299999833106995
SOLEDAD,2018,2018-01-06,0.3499999940395355
SUAN,2018,2018-01-06,0.550000011920929
TUBARÁ,2018,2018-01-06,0.4099999964237213
USIACURÍ,2018,2018-01-06,0.8400000135103861
BARRANQUILLA,2018,2018-01-07,0.5400000214576721
BARANOA,2018,2018-01-07,1.4600000381469727
CAMPO DE LA CRUZ,2018,2018-01-07,0.949999988079071
CANDELARIA,2018,2018-01-07,0.949999988079071
GALAPA,2018,2018-01-07,0.5400000214576721
JUAN DE ACOSTA,2018,2018-01-07,0.33000001311302185
LURUACO,2018,2018-01-07,-4999.3349609375
MALAMBO,2018,2018-01-07,0.846666693687439
MANATÍ,2018,2018-01-07,1.100000023841858
PALMAR DE VARELA,2018,2018-01-07,1.4600000381469727
PIOJÓ,2018,2018-01-07,-6665.889973958333
POLONUEVO,2018,2018-01-07,1.4600000381469727
PONEDERA,2018,2018-01-07,1.2050000429153442
PUERTO COLOMBIA,2018,2018-01-07,0.5400000214576721
REPELÓN,2018,2018-01-07,-4998.9501953125
SABANAGRANDE,2018,2018-01-07,1.4600000381469727
SABANALARGA,2018,2018-01-07,0.8950000405311584
SANTA LUCÍA,2018,2018-01-07,1.0
SANTO TOMÁS,2018,2018-01-07,1.4600000381469727
SOLEDAD,2018,2018-01-07,0.5400000214576721
